horizon,alpha,budget_per_shared_group,method,replications,panel_mse,mcse,normalized_to_uniform
6,0.1,400,tis,300,0.000745412464627758,2.973404479404622e-05,0.17045632696677923
6,0.1,400,uniform,300,0.00437304075414598,9.497487024061372e-05,1.0
