horizon,alpha,budget_per_shared_group,comparison,replications,mean_difference,se
6,0.1,400,learned_occupancy-minus-tis,300,-0.0033119384985538887,0.0003006091103491247
6,0.1,400,uniform-minus-tis,300,0.013504225404652606,0.00038500160987088794
