horizon,alpha,budget_per_shared_group,panel_index,method,replications,mse,mse_se,bias,normalized_to_uniform
2,0.1,50,0,learned_occupancy,300,3.8940211896133984e-05,2.965107434247163e-06,0.0004515006506102156,0.04489510928721438
2,0.1,50,0,oracle_tail,300,1.2428658510485096e-05,1.0720821349379072e-06,0.00030073428841201675,0.014329300097544994
2,0.1,50,0,tis,300,0.0007780617542550316,0.00014727340614895904,0.003366367308141573,0.8970461584198359
2,0.1,50,0,tis_anchored,300,5.286208877728748e-05,4.6849445758644685e-06,0.0005001105588759147,0.06094597685130646
2,0.1,50,0,uniform,300,0.0008673597751375497,8.014288357268819e-05,-0.0009742910188436198,1.0
2,0.1,50,1,learned_occupancy,300,5.3009086668400125e-05,6.53459223120148e-06,0.0024797517915902375,0.21269518313480157
2,0.1,50,1,oracle_tail,300,1.489191569748577e-05,1.5086424768732653e-06,0.0012394927024783524,0.05975275062403483
2,0.1,50,1,tis,300,0.0004697777732326283,4.644215899031152e-05,0.009671430476441716,1.884949841437984
2,0.1,50,1,tis_anchored,300,4.92557723870115e-05,5.890696852672506e-06,0.0023619750609782325,0.19763527702028422
2,0.1,50,1,uniform,300,0.00024922560956542266,2.173420503405417e-05,0.006604727709517091,1.0
2,0.1,50,2,learned_occupancy,300,0.00016177977858245442,1.2125171200108714e-05,3.59191014747214e-05,0.037056735152164705
2,0.1,50,2,oracle_tail,300,8.223849799680339e-05,6.33631953842143e-06,-3.721425097911513e-05,0.01883727537694802
2,0.1,50,2,tis,300,0.004688170066386241,0.0008095848275603719,0.0032104443552610777,1.0738565599521892
2,0.1,50,2,tis_anchored,300,0.00023596973967024806,1.971512192033319e-05,-0.00028976542797702344,0.054050439575975426
2,0.1,50,2,uniform,300,0.004365732110995318,0.0005901769328155739,0.0036457106750138082,1.0
2,0.1,50,3,learned_occupancy,300,3.7668180946648824e-05,3.0671316893037213e-06,0.00010860801322143916,0.06675902928564337
2,0.1,50,3,oracle_tail,300,1.3905544126603355e-05,1.096780176507576e-06,0.00021951820816347464,0.024644689609395865
2,0.1,50,3,tis,300,0.000543391822726309,5.3063141647142756e-05,0.0009428236020700871,0.9630491755984872
