seed,alpha,groups,margin,truth,v_unif,v_star,ratio
137,0.05,21,0.02263495308693207,0.6896402160609434,7.622145827753351,3.6902892476498614,2.065460270521469
137,0.1,21,0.005610495365795748,0.8448201080304717,1.9055364569383377,0.9225723119124654,2.065460270521469
137,0.2,21,0.06437166178816894,1.1583838156007464,4.546097449660609,2.408247685731698,1.887720053296498
138,0.05,21,0.016269126789075383,0.5946376489613718,7.283608256260184,5.169488525752128,1.4089611032071039
138,0.1,21,0.00931280062645573,0.7973188244806859,1.820902064065046,1.292372131438032,1.4089611032071039
138,0.2,21,0.04998252384000246,1.1253774106742036,3.8190309509272984,2.7416630080707005,1.392961476186214
139,0.05,21,0.01506648553020272,0.612925805605242,6.6547526367980465,4.473039005163367,1.4877475088225836
139,0.1,21,0.01610193076742314,0.806462902802621,1.6636881591995116,1.1182597512908417,1.4877475088225836
139,0.2,21,0.08058579935606952,1.1129766244827526,4.081509525484724,2.6684902091607117,1.529520142690886
140,0.05,21,0.02847442741020352,0.791223037966927,3.4062290014523153,1.7491797740369062,1.9473292865667717
140,0.1,21,0.021525572589796482,1.0032393819324459,10.176644407262879,5.594986243213864,1.8188864038059236
140,0.2,21,0.007361352562768764,1.251619690966223,2.5441611018157197,1.398746560803466,1.8188864038059236
141,0.05,21,0.008245720368138934,0.4899516567955844,12.034754203113733,6.704464822618414,1.795035774147531
141,0.1,21,0.035038091895830986,0.7449758283977922,3.0086885507784333,1.6761162056546035,1.795035774147531
141,0.2,21,0.06496190810416902,1.0348926844593187,6.3127294755344545,3.515855640926315,1.7955030354634394
142,0.05,21,0.007760531682741607,1.4606037177983158,19.547607544008375,9.798242063674882,1.9950116987288373
142,0.1,21,0.028649651888489697,1.7303018588991579,4.886901886002094,2.4495605159187206,1.9950116987288373
142,0.2,21,0.07135034811151031,2.0435267997283546,7.174142021733803,4.0824531472021155,1.7573115386885843
143,0.05,21,0.01628417125177585,1.067956562900599,15.030905741014667,6.459885645933659,2.326806783410517
143,0.1,21,0.004186146486850895,1.3049090138845538,24.74358433217174,10.670705067902006,2.3188331206530703
143,0.2,21,0.018543726661860438,1.652454506942277,6.185896083042935,2.6676762669755014,2.3188331206530703
144,0.05,21,0.029376387762300574,0.8157145540464368,2.431537283186594,1.5025805429859056,1.6182408953297633
144,0.1,21,0.02062361223769943,1.0109753382117155,8.969909344435186,5.4235427741714926,1.653883765267333
144,0.2,21,0.029724444504356795,1.2554876691058579,2.2424773361087964,1.3558856935428731,1.653883765267333
145,0.05,21,0.001382239165444471,1.3439379104227573,3.056481755427753,1.2463392207772281,2.452367465032276
145,0.1,21,0.04589858610046019,1.6650577593841565,6.477072581804927,3.3457389055876567,1.935916927345313
145,0.2,21,0.05410141389953982,1.9677824144409277,8.487041965781353,5.066895516637448,1.6749984162715916
146,0.05,21,0.025058758334234883,0.7048787352552986,4.887429075233836,3.051243564764366,1.6017826736854652
146,0.1,21,0.011346275293103308,0.9091707440931659,13.180905380648039,7.440929112845028,1.7714058527844703
146,0.2,21,0.01404229744607069,1.204585372046583,3.2952263451620096,1.860232278211257,1.7714058527844703
147,0.05,21,0.013400344815438905,0.5728118767504071,10.64369043412357,5.473021025540171,1.9447559920662043
147,0.1,21,0.024239664144760573,0.7864059383752036,2.6609226085308926,1.3682552563850428,1.9447559920662043
147,0.2,21,0.07576033585523943,1.0826038088257004,5.888815613401109,3.0360103871723654,1.9396559505469106
148,0.05,21,7.262514109218632e-05,0.8851011158780134,23.03337701963854,10.513474513800805,2.1908434732402817
148,0.1,21,0.05007262514109219,1.1925505579390068,5.758344254909635,2.6283686284502012,2.1908434732402817
148,0.2,21,0.04795497600439244,1.4661627189804844,9.88251698994846,4.5735036620350975,2.160819739138676
149,0.05,21,0.012834815542855017,1.0499365639475982,14.1651607722994,7.052963715404505,2.0083983618632573
149,0.1,21,0.02107824154558388,1.274968281973799,3.54129019307485,1.7632409288511262,2.0083983618632573
149,0.2,21,0.07892175845441612,1.5847885371229398,6.242955186921272,3.4009330097331505,1.8356595584372055
