case,budget_per_block,replication,method,truth,error
9,150,0,uniform,0.9656600650079942,0.0032969055018293725
9,150,0,learned_occupancy,0.9656600650079942,-0.08370518107856051
9,150,0,learned_mean,0.9656600650079942,-0.03980220956889424
9,150,0,tis,0.9656600650079942,-0.003034590544405469
9,150,0,tis_anchored,0.9656600650079942,-0.019977256463821202
9,150,0,occ_plus_uniform,0.9656600650079942,-0.06058515140877929
9,150,0,occ_plus_mean,0.9656600650079942,-0.06764756214093948
9,150,0,oracle_tail,0.9656600650079942,0.007237698131642434
9,150,0,complete_rollout,0.9656600650079942,-0.07677117611910533
9,150,1,uniform,0.9656600650079942,0.028760280658660653
9,150,1,learned_occupancy,0.9656600650079942,0.07193083791603383
9,150,1,learned_mean,0.9656600650079942,0.06003356599519638
9,150,1,tis,0.9656600650079942,0.054440980903935565
9,150,1,tis_anchored,0.9656600650079942,0.05911601147594803
9,150,1,occ_plus_uniform,0.9656600650079942,0.055546321979033864
9,150,1,occ_plus_mean,0.9656600650079942,0.07139400130799156
9,150,1,oracle_tail,0.9656600650079942,0.07764377439961889
9,150,1,complete_rollout,0.9656600650079942,0.012117712769783573
9,150,2,uniform,0.9656600650079942,-0.05449646821814624
9,150,2,learned_occupancy,0.9656600650079942,-0.02562116889804822
9,150,2,learned_mean,0.9656600650079942,-0.035151940618550315
9,150,2,tis,0.9656600650079942,-0.028987232356930015
9,150,2,tis_anchored,0.9656600650079942,-0.009966942712065996
9,150,2,occ_plus_uniform,0.9656600650079942,-0.04448338844862809
9,150,2,occ_plus_mean,0.9656600650079942,-0.027600593957133657
9,150,2,oracle_tail,0.9656600650079942,-0.023955388788763132
9,150,2,complete_rollout,0.9656600650079942,0.03433993499200583
9,150,3,uniform,0.9656600650079942,-0.016296447223466015
9,150,3,learned_occupancy,0.9656600650079942,0.002321247926797998
9,150,3,learned_mean,0.9656600650079942,-0.016614322392018765
9,150,3,tis,0.9656600650079942,-0.032519006367347725
9,150,3,tis_anchored,0.9656600650079942,-0.014578902695771556
9,150,3,occ_plus_uniform,0.9656600650079942,0.010409958932682484
9,150,3,occ_plus_mean,0.9656600650079942,-0.004016485953097559
9,150,3,oracle_tail,0.9656600650079942,-0.02035592554579635
9,150,3,complete_rollout,0.9656600650079942,0.03989549054756136
9,150,4,uniform,0.9656600650079942,-0.07215485133266775
9,150,4,learned_occupancy,0.9656600650079942,-0.055585242234530985
9,150,4,learned_mean,0.9656600650079942,-0.04426569987580198
9,150,4,tis,0.9656600650079942,-0.09852117556896556
9,150,4,tis_anchored,0.9656600650079942,-0.06380761467555363
9,150,4,occ_plus_uniform,0.9656600650079942,-0.06611622663218975
9,150,4,occ_plus_mean,0.9656600650079942,-0.05034319498996409
9,150,4,oracle_tail,0.9656600650079942,-0.061683843352549395
9,150,4,complete_rollout,0.9656600650079942,0.023228823880894756
9,150,5,uniform,0.9656600650079942,0.03434694286997109
9,150,5,learned_occupancy,0.9656600650079942,0.011773159774510211
9,150,5,learned_mean,0.9656600650079942,0.05365111747340212
9,150,5,tis,0.9656600650079942,0.04651497070244248
9,150,5,tis_anchored,0.9656600650079942,0.048806585634165844
9,150,5,occ_plus_uniform,0.9656600650079942,0.048095763673078884
9,150,5,occ_plus_mean,0.9656600650079942,0.031372615074997334
9,150,5,oracle_tail,0.9656600650079942,0.029630369924164124
