case,budget_per_block,replication,method,truth,error
14,150,0,uniform,0.8337243950469523,0.015324889772412864
14,150,0,learned_occupancy,0.8337243950469523,0.02022275173269683
14,150,0,learned_mean,0.8337243950469523,0.018521621849097003
14,150,0,tis,0.8337243950469523,0.00039402770800145426
14,150,0,tis_anchored,0.8337243950469523,0.005446701560767875
14,150,0,occ_plus_uniform,0.8337243950469523,0.022490936622326374
14,150,0,occ_plus_mean,0.8337243950469523,0.01704034759007167
14,150,0,oracle_tail,0.8337243950469523,0.003251408762592667
14,150,0,complete_rollout,0.8337243950469523,0.09405338273082553
14,150,1,uniform,0.8337243950469523,-0.0007095056561753355
14,150,1,learned_occupancy,0.8337243950469523,0.00132364171356536
14,150,1,learned_mean,0.8337243950469523,-0.0019757261073619636
14,150,1,tis,0.8337243950469523,0.008370253546328477
14,150,1,tis_anchored,0.8337243950469523,0.001225469889110098
14,150,1,occ_plus_uniform,0.8337243950469523,0.007383238646915036
14,150,1,occ_plus_mean,0.8337243950469523,-0.005530403722721622
14,150,1,oracle_tail,0.8337243950469523,-0.0028246309474582176
14,150,1,complete_rollout,0.8337243950469523,-0.00039106171361891207
14,150,2,uniform,0.8337243950469523,-0.002295452276907417
14,150,2,learned_occupancy,0.8337243950469523,-0.02388741538465544
14,150,2,learned_mean,0.8337243950469523,-0.017424382855295906
14,150,2,tis,0.8337243950469523,-0.0029201007991149774
14,150,2,tis_anchored,0.8337243950469523,-0.0044000280627165544
14,150,2,occ_plus_uniform,0.8337243950469523,-0.018546919557789865
14,150,2,occ_plus_mean,0.8337243950469523,-0.022337967437686568
14,150,2,oracle_tail,0.8337243950469523,0.01118882357342732
14,150,2,complete_rollout,0.8337243950469523,-0.050391061713618956
14,150,3,uniform,0.8337243950469523,0.013104199908964165
14,150,3,learned_occupancy,0.8337243950469523,0.012255843005372746
14,150,3,learned_mean,0.8337243950469523,0.013351440152015503
14,150,3,tis,0.8337243950469523,0.013150484666567763
14,150,3,tis_anchored,0.8337243950469523,0.01665724428912041
14,150,3,occ_plus_uniform,0.8337243950469523,0.0168050514520236
14,150,3,occ_plus_mean,0.8337243950469523,0.01283366256132834
14,150,3,oracle_tail,0.8337243950469523,0.00513675574411121
14,150,3,complete_rollout,0.8337243950469523,-0.00039106171361891207
14,150,4,uniform,0.8337243950469523,0.0056818836309801
14,150,4,learned_occupancy,0.8337243950469523,0.011591006217304911
14,150,4,learned_mean,0.8337243950469523,-0.011310155854334258
14,150,4,tis,0.8337243950469523,-0.022117660923755444
14,150,4,tis_anchored,0.8337243950469523,-0.004184161833232669
14,150,4,occ_plus_uniform,0.8337243950469523,0.003034783798510854
14,150,4,occ_plus_mean,0.8337243950469523,0.005876082996782106
14,150,4,oracle_tail,0.8337243950469523,-0.021454864622820757
14,150,4,complete_rollout,0.8337243950469523,0.027386716064158878
14,150,5,uniform,0.8337243950469523,-0.0017239016770139726
14,150,5,learned_occupancy,0.8337243950469523,-0.008225359863115789
14,150,5,learned_mean,0.8337243950469523,-0.010129349343811711
14,150,5,tis,0.8337243950469523,0.010762200653565368
14,150,5,tis_anchored,0.8337243950469523,-0.00022228452527583986
14,150,5,occ_plus_uniform,0.8337243950469523,-0.002127516747897573
14,150,5,occ_plus_mean,0.8337243950469523,-0.0017408117699498904
14,150,5,oracle_tail,0.8337243950469523,0.008018529954056719
14,150,5,complete_rollout,0.8337243950469523,-0.06705772838028556
14,150,6,uniform,0.8337243950469523,-0.007755300421165345
14,150,6,learned_occupancy,0.8337243950469523,0.012009646894786563
14,150,6,learned_mean,0.8337243950469523,0.0021363258357104398
14,150,6,tis,0.8337243950469523,-0.007085836958441449
14,150,6,tis_anchored,0.8337243950469523,-0.0011377476161070765
14,150,6,occ_plus_uniform,0.8337243950469523,0.011150363974596011
14,150,6,occ_plus_mean,0.8337243950469523,0.001135568904237827
14,150,6,oracle_tail,0.8337243950469523,-0.004508788334176006
14,150,6,complete_rollout,0.8337243950469523,-0.039279950602507885
14,150,7,uniform,0.8337243950469523,0.014543121164992123
14,150,7,learned_occupancy,0.8337243950469523,0.03899022729137991
14,150,7,learned_mean,0.8337243950469523,0.016344346943999888
14,150,7,tis,0.8337243950469523,0.004179189803586447
14,150,7,tis_anchored,0.8337243950469523,0.011642841054024688
14,150,7,occ_plus_uniform,0.8337243950469523,0.0458921340640126
14,150,7,occ_plus_mean,0.8337243950469523,0.018045377164790266
14,150,7,oracle_tail,0.8337243950469523,0.01365733168592953
14,150,7,complete_rollout,0.8337243950469523,-0.028168839491396702
14,150,8,uniform,0.8337243950469523,0.01749666187248755
14,150,8,learned_occupancy,0.8337243950469523,0.011731020204177156
14,150,8,learned_mean,0.8337243950469523,0.019026949676426708
14,150,8,tis,0.8337243950469523,-0.01278163616954886
14,150,8,tis_anchored,0.8337243950469523,0.00266142827232263
14,150,8,occ_plus_uniform,0.8337243950469523,0.00995730327639699
14,150,8,occ_plus_mean,0.8337243950469523,0.01647220647696057
14,150,8,oracle_tail,0.8337243950469523,-0.005555908982964652
14,150,8,complete_rollout,0.8337243950469523,-0.011502172824730095
14,150,9,uniform,0.8337243950469523,0.061156713903168236
14,150,9,learned_occupancy,0.8337243950469523,0.018603445751860792
14,150,9,learned_mean,0.8337243950469523,0.02635355360614089
14,150,9,tis,0.8337243950469523,0.01410735609631042
14,150,9,tis_anchored,0.8337243950469523,0.015057793009719211
14,150,9,occ_plus_uniform,0.8337243950469523,0.044963227797299
14,150,9,occ_plus_mean,0.8337243950469523,0.02613138035949425
14,150,9,oracle_tail,0.8337243950469523,-0.00023589496053222359
14,150,9,complete_rollout,0.8337243950469523,0.005164493841936624
14,150,10,uniform,0.8337243950469523,-0.006171923006420887
14,150,10,learned_occupancy,0.8337243950469523,-0.004325046538857569
14,150,10,learned_mean,0.8337243950469523,-0.0036375626863636157
14,150,10,tis,0.8337243950469523,-0.02584873955466771
14,150,10,tis_anchored,0.8337243950469523,-0.0190861371803428
14,150,10,occ_plus_uniform,0.8337243950469523,-0.016394819469967237
14,150,10,occ_plus_mean,0.8337243950469523,-0.005618193206704536
14,150,10,oracle_tail,0.8337243950469523,-0.00886693267355998
14,150,10,complete_rollout,0.8337243950469523,0.005164493841936624
14,150,11,uniform,0.8337243950469523,-0.0002482848085044731
14,150,11,learned_occupancy,0.8337243950469523,0.0026369378408109823
14,150,11,learned_mean,0.8337243950469523,0.00583948597417383
14,150,11,tis,0.8337243950469523,-0.0035239625320793166
14,150,11,tis_anchored,0.8337243950469523,0.0031961837212242106
14,150,11,occ_plus_uniform,0.8337243950469523,-0.0010157895979082676
14,150,11,occ_plus_mean,0.8337243950469523,0.002045122165750146
14,150,11,oracle_tail,0.8337243950469523,0.0060192504562908145
14,150,11,complete_rollout,0.8337243950469523,0.016275604953047695
14,150,12,uniform,0.8337243950469523,-0.02293308023779972
14,150,12,learned_occupancy,0.8337243950469523,-0.0022191246748202165
14,150,12,learned_mean,0.8337243950469523,-0.002074727064762971
14,150,12,tis,0.8337243950469523,-0.0034265773709123426
14,150,12,tis_anchored,0.8337243950469523,-0.018414503091087275
14,150,12,occ_plus_uniform,0.8337243950469523,-0.01379202738293428
14,150,12,occ_plus_mean,0.8337243950469523,-0.005678548279816398
14,150,12,oracle_tail,0.8337243950469523,-0.011886493195719994
14,150,12,complete_rollout,0.8337243950469523,-0.00039106171361891207
14,150,13,uniform,0.8337243950469523,-0.03263380933931115
14,150,13,learned_occupancy,0.8337243950469523,-0.010014134041649636
