index,p_base,loss,policy,budget_per_block,method,replications,truth,mse,mse_se,bias
13,0.04,2,plus_one,150,uniform,300,0.846845478082193,0.0007027687222968338,7.80111137720353e-05,0.002066301314486162
13,0.04,2,plus_one,150,learned_occupancy,300,0.846845478082193,0.0007157855539754753,8.173598347482118e-05,0.0026597054649750477
13,0.04,2,plus_one,150,learned_mean,300,0.846845478082193,0.0006615204819373371,7.478355303045943e-05,0.002040186682030314
13,0.04,2,plus_one,150,tis,300,0.846845478082193,0.0005448167238795412,8.209828951767988e-05,0.0030003942723773437
13,0.04,2,plus_one,150,tis_anchored,300,0.846845478082193,0.0005879885780977938,7.564872051657775e-05,0.0019742266400075304
13,0.04,2,plus_one,150,occ_plus_uniform,300,0.846845478082193,0.0007940617177459536,9.136255752085243e-05,0.0023781014729908913
13,0.04,2,plus_one,150,occ_plus_mean,300,0.846845478082193,0.0006956569471444563,7.649574893954653e-05,0.0021387962706334845
13,0.04,2,plus_one,150,oracle_tail,300,0.846845478082193,0.0003350843866391825,4.344473074797268e-05,0.0016181721017778147
13,0.04,2,plus_one,150,complete_rollout,300,0.846845478082193,0.002132966511630417,0.0002126516677521461,0.011580447843732905
13,0.04,2,plus_one,600,uniform,300,0.846845478082193,0.00013787915354571633,2.249958133852888e-05,0.0013657245297505997
13,0.04,2,plus_one,600,learned_occupancy,300,0.846845478082193,0.00010969023349393208,1.727483248491813e-05,0.001108929996610624
13,0.04,2,plus_one,600,learned_mean,300,0.846845478082193,9.084816426541612e-05,1.2680428121892779e-05,0.0008190114635905388
13,0.04,2,plus_one,600,tis,300,0.846845478082193,6.44591083686122e-05,8.840348092540127e-06,0.0006733778621347878
13,0.04,2,plus_one,600,tis_anchored,300,0.846845478082193,7.012025873969464e-05,9.404571082341076e-06,0.0005035220270120362
13,0.04,2,plus_one,600,occ_plus_uniform,300,0.846845478082193,0.0001172847780234991,1.503448709043916e-05,0.001391540123149051
13,0.04,2,plus_one,600,occ_plus_mean,300,0.846845478082193,9.42720470215517e-05,1.4353904884838299e-05,0.0006586482081114816
13,0.04,2,plus_one,600,oracle_tail,300,0.846845478082193,4.888719568358897e-05,8.086568247955106e-06,0.00014515943103628027
13,0.04,2,plus_one,600,complete_rollout,300,0.846845478082193,0.00035414788152164005,3.1849283216467e-05,0.002228595991881061
13,0.04,2,plus_one,1200,uniform,300,0.846845478082193,5.164925297135916e-05,6.349958425315258e-06,-0.00014360538683433935
13,0.04,2,plus_one,1200,learned_occupancy,300,0.846845478082193,4.388942991705857e-05,6.182750399003259e-06,-0.00016569839891011166
13,0.04,2,plus_one,1200,learned_mean,300,0.846845478082193,3.4722880607094125e-05,3.938496404384063e-06,-0.00042825091035945636
13,0.04,2,plus_one,1200,tis,300,0.846845478082193,2.076056265712664e-05,2.7997392714875288e-06,-0.0001780886108752507
13,0.04,2,plus_one,1200,tis_anchored,300,0.846845478082193,2.60929439335664e-05,3.2977061820268463e-06,-5.963338023891596e-05
13,0.04,2,plus_one,1200,occ_plus_uniform,300,0.846845478082193,4.8420922216410985e-05,5.874767415197474e-06,-0.00026231286654524973
13,0.04,2,plus_one,1200,occ_plus_mean,300,0.846845478082193,3.974909894733191e-05,5.4838579338059805e-06,-0.0003395444405339587
13,0.04,2,plus_one,1200,oracle_tail,300,0.846845478082193,1.874646289825358e-05,2.0802505169624186e-06,-0.00023934609389737423
13,0.04,2,plus_one,1200,complete_rollout,300,0.846845478082193,0.00014341884661268683,1.1801419434273864e-05,0.0004230404363255047
