case,budget_per_block,replication,method,truth,error
6,150,0,uniform,0.9899564865755756,0.020158602122041347
6,150,0,learned_occupancy,0.9899564865755756,-0.033438362222807605
6,150,0,learned_mean,0.9899564865755756,-0.026657101728806754
6,150,0,tis,0.9899564865755756,0.006690584815442824
6,150,0,tis_anchored,0.9899564865755756,-0.015449931129398964
6,150,0,occ_plus_uniform,0.9899564865755756,-0.017398783002614437
6,150,0,occ_plus_mean,0.9899564865755756,-0.025850795600379173
6,150,0,oracle_tail,0.9899564865755756,-0.002559406885033755
6,150,0,complete_rollout,0.9899564865755756,0.008741430091091185
6,150,1,uniform,0.9899564865755756,-0.026854982886957868
6,150,1,learned_occupancy,0.9899564865755756,-0.010501990520566329
6,150,1,learned_mean,0.9899564865755756,0.0034122587584843878
6,150,1,tis,0.9899564865755756,-0.013064450422356044
6,150,1,tis_anchored,0.9899564865755756,-0.010043288417586393
6,150,1,occ_plus_uniform,0.9899564865755756,-0.028267456535849722
6,150,1,occ_plus_mean,0.9899564865755756,-0.004809403109972354
6,150,1,oracle_tail,0.9899564865755756,-0.04230354062017139
6,150,1,complete_rollout,0.9899564865755756,-0.08240440324224219
6,150,2,uniform,0.9899564865755756,-0.021480996278738007
6,150,2,learned_occupancy,0.9899564865755756,-0.01840806641136583
6,150,2,learned_mean,0.9899564865755756,-0.009593879994456156
6,150,2,tis,0.9899564865755756,-0.03289659356943475
6,150,2,tis_anchored,0.9899564865755756,-0.0035518435082991795
6,150,2,occ_plus_uniform,0.9899564865755756,-0.01609074555578438
6,150,2,occ_plus_mean,0.9899564865755756,-0.014306797267248816
6,150,2,oracle_tail,0.9899564865755756,-0.03787566985059487
6,150,2,complete_rollout,0.9899564865755756,-0.09542523657557545
6,150,3,uniform,0.9899564865755756,0.059683088404735796
6,150,3,learned_occupancy,0.9899564865755756,0.07157845172360633
6,150,3,learned_mean,0.9899564865755756,0.08033930142256074
6,150,3,tis,0.9899564865755756,0.06661017382769374
6,150,3,tis_anchored,0.9899564865755756,0.06318215412620021
6,150,3,occ_plus_uniform,0.9899564865755756,0.09583161627332093
6,150,3,occ_plus_mean,0.9899564865755756,0.08220193700629885
6,150,3,oracle_tail,0.9899564865755756,0.08942308130350296
6,150,3,complete_rollout,0.9899564865755756,-0.06938356990890882
6,150,4,uniform,0.9899564865755756,0.006970326178896147
6,150,4,learned_occupancy,0.9899564865755756,0.012057644213074092
6,150,4,learned_mean,0.9899564865755756,0.023084179279322048
6,150,4,tis,0.9899564865755756,-0.0014964548165451452
6,150,4,tis_anchored,0.9899564865755756,0.006976370682560407
6,150,4,occ_plus_uniform,0.9899564865755756,0.01857377771189006
6,150,4,occ_plus_mean,0.9899564865755756,0.00336333416519774
6,150,4,oracle_tail,0.9899564865755756,0.005508889484947099
6,150,4,complete_rollout,0.9899564865755756,0.028272680091091185
6,150,5,uniform,0.9899564865755756,0.049995438839686046
6,150,5,learned_occupancy,0.9899564865755756,0.03812047853098155
6,150,5,learned_mean,0.9899564865755756,0.0444633619495044
6,150,5,tis,0.9899564865755756,0.05873173332449333
6,150,5,tis_anchored,0.9899564865755756,0.043024122426269185
6,150,5,occ_plus_uniform,0.9899564865755756,0.040338144355759886
6,150,5,occ_plus_mean,0.9899564865755756,0.035822740717536994
6,150,5,oracle_tail,0.9899564865755756,0.02569631193999966
6,150,5,complete_rollout,0.9899564865755756,-0.056362736575575445
6,150,6,uniform,0.9899564865755756,-0.09742144874369718
6,150,6,learned_occupancy,0.9899564865755756,-0.12703305440279633
6,150,6,learned_mean,0.9899564865755756,-0.1178872540265401
6,150,6,tis,0.9899564865755756,-0.056193901046348804
6,150,6,tis_anchored,0.9899564865755756,-0.07857697210579628
6,150,6,occ_plus_uniform,0.9899564865755756,-0.12537799779983083
6,150,6,occ_plus_mean,0.9899564865755756,-0.11844651275405127
6,150,6,oracle_tail,0.9899564865755756,-0.04591512170495837
6,150,6,complete_rollout,0.9899564865755756,-0.06938356990890882
6,150,7,uniform,0.9899564865755756,-0.007862343384930859
6,150,7,learned_occupancy,0.9899564865755756,0.035392538892170644
6,150,7,learned_mean,0.9899564865755756,0.023993560051097984
6,150,7,tis,0.9899564865755756,0.05028033691181155
6,150,7,tis_anchored,0.9899564865755756,0.03914502603161696
6,150,7,occ_plus_uniform,0.9899564865755756,0.03124781091101092
6,150,7,occ_plus_mean,0.9899564865755756,0.028650387101514796
6,150,7,oracle_tail,0.9899564865755756,0.026822707432833437
6,150,7,complete_rollout,0.9899564865755756,-0.07589398657557545
6,150,8,uniform,0.9899564865755756,0.07465479317847434
6,150,8,learned_occupancy,0.9899564865755756,0.08073533952566969
6,150,8,learned_mean,0.9899564865755756,0.0589357624131025
6,150,8,tis,0.9899564865755756,0.049763833371530786
6,150,8,tis_anchored,0.9899564865755756,0.06016414194587194
6,150,8,occ_plus_uniform,0.9899564865755756,0.09043852856306855
6,150,8,occ_plus_mean,0.9899564865755756,0.06206684025806253
6,150,8,oracle_tail,0.9899564865755756,0.034694610802021075
6,150,8,complete_rollout,0.9899564865755756,0.021762263424424444
6,150,9,uniform,0.9899564865755756,-0.007188998636997956
6,150,9,learned_occupancy,0.9899564865755756,-0.058070352106729284
6,150,9,learned_mean,0.9899564865755756,-0.04712262820826818
6,150,9,tis,0.9899564865755756,-0.02597941994775721
6,150,9,tis_anchored,0.9899564865755756,-0.022591525479972452
6,150,9,occ_plus_uniform,0.9899564865755756,-0.06784172920906939
6,150,9,occ_plus_mean,0.9899564865755756,-0.041422539995920604
6,150,9,oracle_tail,0.9899564865755756,0.009005149451691619
6,150,9,complete_rollout,0.9899564865755756,0.06733518009109118
6,150,10,uniform,0.9899564865755756,0.0321991111098715
6,150,10,learned_occupancy,0.9899564865755756,0.017577869188195927
6,150,10,learned_mean,0.9899564865755756,0.008012940210308628
6,150,10,tis,0.9899564865755756,0.026652934696850372
6,150,10,tis_anchored,0.9899564865755756,0.03287236497857127
6,150,10,occ_plus_uniform,0.9899564865755756,0.02666876869179935
6,150,10,occ_plus_mean,0.9899564865755756,0.01967699115802024
6,150,10,oracle_tail,0.9899564865755756,0.004146165075500141
6,150,10,complete_rollout,0.9899564865755756,0.034783096757757925
6,150,11,uniform,0.9899564865755756,0.031380353159915164
6,150,11,learned_occupancy,0.9899564865755756,0.03838888546023622
6,150,11,learned_mean,0.9899564865755756,0.03375895578731469
6,150,11,tis,0.9899564865755756,-0.002151653524323671
6,150,11,tis_anchored,0.9899564865755756,0.024782150746779696
6,150,11,occ_plus_uniform,0.9899564865755756,0.03500408018102441
6,150,11,occ_plus_mean,0.9899564865755756,0.03349803050918243
6,150,11,oracle_tail,0.9899564865755756,0.016952808786634965
