case,budget_per_block,replication,method,truth,error
13,150,0,uniform,0.846845478082193,-0.006188048365568077
13,150,0,learned_occupancy,0.846845478082193,-0.003347227380958828
13,150,0,learned_mean,0.846845478082193,-0.006213743219568246
13,150,0,tis,0.846845478082193,-0.006859997989272282
13,150,0,tis_anchored,0.846845478082193,-0.005527898155756494
13,150,0,occ_plus_uniform,0.846845478082193,0.0057915110611206355
13,150,0,occ_plus_mean,0.846845478082193,-0.002106515812393517
13,150,0,oracle_tail,0.846845478082193,-0.013347410447160701
13,150,0,complete_rollout,0.846845478082193,0.014265633028918145
13,150,1,uniform,0.846845478082193,0.007364649380122601
13,150,1,learned_occupancy,0.846845478082193,0.019259099840833183
13,150,1,learned_mean,0.846845478082193,0.0558672160083582
13,150,1,tis,0.846845478082193,0.05087066678335306
13,150,1,tis_anchored,0.846845478082193,0.057977609974635524
13,150,1,occ_plus_uniform,0.846845478082193,0.010169027046752932
13,150,1,occ_plus_mean,0.846845478082193,0.03231039709959638
13,150,1,oracle_tail,0.846845478082193,0.030404282530316018
13,150,1,complete_rollout,0.846845478082193,-0.013512144748859645
13,150,2,uniform,0.846845478082193,-0.05499773563862498
13,150,2,learned_occupancy,0.846845478082193,-0.03331216028177031
13,150,2,learned_mean,0.846845478082193,-0.03697749555495833
13,150,2,tis,0.846845478082193,-0.01971176147188569
13,150,2,tis_anchored,0.846845478082193,-0.030918964470706967
13,150,2,occ_plus_uniform,0.846845478082193,-0.03985448369287781
13,150,2,occ_plus_mean,0.846845478082193,-0.03331548298197906
13,150,2,oracle_tail,0.846845478082193,-0.003007723157435249
13,150,2,complete_rollout,0.846845478082193,0.11982118858447366
13,150,3,uniform,0.846845478082193,-0.02893051012524417
13,150,3,learned_occupancy,0.846845478082193,-0.03560731799367267
13,150,3,learned_mean,0.846845478082193,-0.03248711479788258
13,150,3,tis,0.846845478082193,-0.020625419250924648
13,150,3,tis_anchored,0.846845478082193,-0.023320288408220757
13,150,3,occ_plus_uniform,0.846845478082193,-0.029453596716986885
13,150,3,occ_plus_mean,0.846845478082193,-0.03281278623484607
13,150,3,oracle_tail,0.846845478082193,-0.023492306605399582
13,150,3,complete_rollout,0.846845478082193,-0.01906770030441529
13,150,4,uniform,0.846845478082193,-0.013152444302808375
13,150,4,learned_occupancy,0.846845478082193,0.02338407266996345
13,150,4,learned_mean,0.846845478082193,-0.0143275354353809
13,150,4,tis,0.846845478082193,-0.010542653893270915
13,150,4,tis_anchored,0.846845478082193,-0.01864252662151522
13,150,4,occ_plus_uniform,0.846845478082193,-0.0033809932826179834
13,150,4,occ_plus_mean,0.846845478082193,-0.005802056666548316
13,150,4,oracle_tail,0.846845478082193,-0.007896566613803557
13,150,4,complete_rollout,0.846845478082193,0.0031545219178069628
13,150,5,uniform,0.846845478082193,0.010439018697678604
13,150,5,learned_occupancy,0.846845478082193,0.0016588032065593117
13,150,5,learned_mean,0.846845478082193,0.005360252598349047
13,150,5,tis,0.846845478082193,0.012663519838381099
13,150,5,tis_anchored,0.846845478082193,0.04128862020622792
13,150,5,occ_plus_uniform,0.846845478082193,0.010048160998149203
13,150,5,occ_plus_mean,0.846845478082193,0.006468429967860789
13,150,5,oracle_tail,0.846845478082193,0.010003473440391097
13,150,5,complete_rollout,0.846845478082193,-0.04684547808219297
13,150,6,uniform,0.846845478082193,0.013046459489820417
13,150,6,learned_occupancy,0.846845478082193,0.018194315960739726
13,150,6,learned_mean,0.846845478082193,0.01864695709498132
13,150,6,tis,0.846845478082193,0.01124369156435423
13,150,6,tis_anchored,0.846845478082193,0.0062853300756939845
13,150,6,occ_plus_uniform,0.846845478082193,-0.00046848813143440804
13,150,6,occ_plus_mean,0.846845478082193,0.004510073551746263
13,150,6,oracle_tail,0.846845478082193,0.016964419508617046
13,150,6,complete_rollout,0.846845478082193,-0.01906770030441529
13,150,7,uniform,0.846845478082193,-0.012803595388410915
13,150,7,learned_occupancy,0.846845478082193,-0.010267876821957178
13,150,7,learned_mean,0.846845478082193,-0.004218620376380766
13,150,7,tis,0.846845478082193,-0.004774694526577639
13,150,7,tis_anchored,0.846845478082193,-0.007315419064209294
13,150,7,occ_plus_uniform,0.846845478082193,-0.012071773523953389
13,150,7,occ_plus_mean,0.846845478082193,-0.010629574383122065
13,150,7,oracle_tail,0.846845478082193,-0.004773231225877028
13,150,7,complete_rollout,0.846845478082193,0.09204341080669587
13,150,8,uniform,0.846845478082193,-0.020726891071145337
13,150,8,learned_occupancy,0.846845478082193,-0.015401052924382319
13,150,8,learned_mean,0.846845478082193,-0.018220923885235663
13,150,8,tis,0.846845478082193,0.0012872656756706125
13,150,8,tis_anchored,0.846845478082193,0.0018527672200074896
13,150,8,occ_plus_uniform,0.846845478082193,-0.012817922798875392
13,150,8,occ_plus_mean,0.846845478082193,-0.01634635646853677
13,150,8,oracle_tail,0.846845478082193,-0.005754068438567517
13,150,8,complete_rollout,0.846845478082193,0.025376744140029217
13,150,9,uniform,0.846845478082193,-0.0305467661199168
13,150,9,learned_occupancy,0.846845478082193,-0.047632249003260796
13,150,9,learned_mean,0.846845478082193,-0.030817971673739897
13,150,9,tis,0.846845478082193,-0.04510874165459278
13,150,9,tis_anchored,0.846845478082193,-0.03822735312887282
13,150,9,occ_plus_uniform,0.846845478082193,-0.05613063400334084
13,150,9,occ_plus_mean,0.846845478082193,-0.045902951356490806
13,150,9,oracle_tail,0.846845478082193,-0.021145866268316382
13,150,9,complete_rollout,0.846845478082193,-0.06351214474885969
13,150,10,uniform,0.846845478082193,-0.004007101261089163
13,150,10,learned_occupancy,0.846845478082193,0.0330834938758936
13,150,10,learned_mean,0.846845478082193,0.002342931056345421
13,150,10,tis,0.846845478082193,-0.0033384986475459844
13,150,10,tis_anchored,0.846845478082193,0.00999435187301767
13,150,10,occ_plus_uniform,0.846845478082193,0.004063864371862902
13,150,10,occ_plus_mean,0.846845478082193,0.009985882262819934
13,150,10,oracle_tail,0.846845478082193,-0.026295506701472515
13,150,10,complete_rollout,0.846845478082193,-0.030178811415526363
13,150,11,uniform,0.846845478082193,-0.010433165714961112
13,150,11,learned_occupancy,0.846845478082193,-0.016948286980122074
13,150,11,learned_mean,0.846845478082193,-0.011630426781488734
13,150,11,tis,0.846845478082193,-0.0064280579593556375
13,150,11,tis_anchored,0.846845478082193,-0.004309350081624697
13,150,11,occ_plus_uniform,0.846845478082193,-0.01344184820405292
13,150,11,occ_plus_mean,0.846845478082193,-0.011455807633324766
13,150,11,oracle_tail,0.846845478082193,-0.007355078583539343
13,150,11,complete_rollout,0.846845478082193,-0.01906770030441529
13,150,12,uniform,0.846845478082193,0.008123870686371215
13,150,12,learned_occupancy,0.846845478082193,0.04085298603569554
13,150,12,learned_mean,0.846845478082193,0.00960918626570828
13,150,12,tis,0.846845478082193,0.04360209312788477
13,150,12,tis_anchored,0.846845478082193,0.020177540811018302
