index,p_base,loss,policy,budget_per_block,method,replications,truth,mse,mse_se,bias
11,0.01,3,plus_one,150,uniform,300,0.9332007937894974,0.0021701971000264437,0.00016005591898544475,0.005747923268738231
11,0.01,3,plus_one,150,learned_occupancy,300,0.9332007937894974,0.0021690078954516895,0.00017472344724379403,0.00688952919384613
11,0.01,3,plus_one,150,learned_mean,300,0.9332007937894974,0.0020137571278478683,0.00015861554436632217,0.007143506952242774
11,0.01,3,plus_one,150,tis,300,0.9332007937894974,0.0015196760409096476,0.00011172222907627353,0.006487066317121792
11,0.01,3,plus_one,150,tis_anchored,300,0.9332007937894974,0.001624575640904077,0.00012686036539465585,0.005485136739614501
11,0.01,3,plus_one,150,occ_plus_uniform,300,0.9332007937894974,0.002216392014411771,0.00016401413826981655,0.006345441199001784
11,0.01,3,plus_one,150,occ_plus_mean,300,0.9332007937894974,0.002139481004525104,0.00016966127009808516,0.008079215931158573
11,0.01,3,plus_one,150,oracle_tail,300,0.9332007937894974,0.001168782264256211,8.709953771827e-05,0.004840482267481985
11,0.01,3,plus_one,150,complete_rollout,300,0.9332007937894974,0.004047648870555888,0.00030487434721289077,0.0047806876919841
11,0.01,3,plus_one,600,uniform,300,0.9332007937894974,0.0005976966124238912,4.97436685897978e-05,-0.00027243368692630554
11,0.01,3,plus_one,600,learned_occupancy,300,0.9332007937894974,0.0005023396871976197,4.3896541658410915e-05,-0.0006019143158284612
11,0.01,3,plus_one,600,learned_mean,300,0.9332007937894974,0.0004393652119202742,3.9599537441242665e-05,-0.0006013820338599037
11,0.01,3,plus_one,600,tis,300,0.9332007937894974,0.0003240735788652358,2.7011787276734804e-05,-0.0011823494539761872
11,0.01,3,plus_one,600,tis_anchored,300,0.9332007937894974,0.0003715817247289127,2.960555285381935e-05,-0.0009798431493740149
11,0.01,3,plus_one,600,occ_plus_uniform,300,0.9332007937894974,0.0005741262389425409,5.115872769357038e-05,1.7116442901260094e-05
11,0.01,3,plus_one,600,occ_plus_mean,300,0.9332007937894974,0.00045364297277583897,4.2419755238249064e-05,-0.0009541214694540331
11,0.01,3,plus_one,600,oracle_tail,300,0.9332007937894974,0.0002746777643891068,2.135535319567201e-05,-0.0009804729053099674
11,0.01,3,plus_one,600,complete_rollout,300,0.9332007937894974,0.0010590946388818335,8.021821423144404e-05,0.0007066136179100228
11,0.01,3,plus_one,1200,uniform,300,0.9332007937894974,0.0002779824932953105,2.1196835311953655e-05,0.001718840245550779
11,0.01,3,plus_one,1200,learned_occupancy,300,0.9332007937894974,0.00027849427854889164,2.035291378550025e-05,0.0017508495072661885
11,0.01,3,plus_one,1200,learned_mean,300,0.9332007937894974,0.000244883571774668,1.671302329779473e-05,0.0022405609545953064
11,0.01,3,plus_one,1200,tis,300,0.9332007937894974,0.00017318854404981996,1.281975957922866e-05,0.0014211417697654661
11,0.01,3,plus_one,1200,tis_anchored,300,0.9332007937894974,0.00019380739933647849,1.2963371225415075e-05,0.0018983890370549731
11,0.01,3,plus_one,1200,occ_plus_uniform,300,0.9332007937894974,0.00027827764081940964,2.0992572624948643e-05,0.002090347653472749
11,0.01,3,plus_one,1200,occ_plus_mean,300,0.9332007937894974,0.00026881852056440136,1.8835730189546077e-05,0.0020851190484872336
11,0.01,3,plus_one,1200,oracle_tail,300,0.9332007937894974,0.0001485314165948378,1.1011004401138432e-05,0.0016302459330314863
11,0.01,3,plus_one,1200,complete_rollout,300,0.9332007937894974,0.0005164900918105015,4.760028827455436e-05,0.0011163358401322424
