index,p_base,loss,policy,budget_per_block,method,replications,truth,mse,mse_se,bias
1,0.01,2,seasonal,150,uniform,300,1.254857344324988,0.0007534391375874426,6.464114064778451e-05,0.00039306613016800275
1,0.01,2,seasonal,150,learned_occupancy,300,1.254857344324988,0.0008128080177512407,6.547679862412353e-05,4.721208034959678e-05
1,0.01,2,seasonal,150,learned_mean,300,1.254857344324988,0.0007795775371864047,6.596093613192869e-05,0.00012465014212927747
1,0.01,2,seasonal,150,tis,300,1.254857344324988,0.0004826699067877277,4.553272474647092e-05,-0.0009142121526399978
1,0.01,2,seasonal,150,tis_anchored,300,1.254857344324988,0.0005817310307159333,4.5682202484492844e-05,2.7496536194441626e-06
1,0.01,2,seasonal,150,occ_plus_uniform,300,1.254857344324988,0.0008254762737976073,7.020879071809156e-05,0.0007346223436415497
1,0.01,2,seasonal,150,occ_plus_mean,300,1.254857344324988,0.0008002606828857551,6.584175898053758e-05,-1.2931810111798855e-05
1,0.01,2,seasonal,150,oracle_tail,300,1.254857344324988,0.0003548805183962083,2.9933050805622902e-05,-0.00022336608927083632
1,0.01,2,seasonal,150,complete_rollout,300,1.254857344324988,0.0021190524908693584,0.00021163434639122266,0.0013058501194565101
1,0.01,2,seasonal,600,uniform,300,1.254857344324988,0.00017006330768140935,1.5322306992773755e-05,-0.00025205848618105266
1,0.01,2,seasonal,600,learned_occupancy,300,1.254857344324988,0.00016957470392652934,1.433888092387374e-05,-0.000757045056582668
1,0.01,2,seasonal,600,learned_mean,300,1.254857344324988,0.00015891453497435512,1.2498636006579274e-05,-0.0005684566510059996
1,0.01,2,seasonal,600,tis,300,1.254857344324988,0.0001122184268772833,9.054477962249447e-06,0.0007544084385151277
1,0.01,2,seasonal,600,tis_anchored,300,1.254857344324988,0.00013051472708550685,1.1645503333044775e-05,0.00023503256007534112
1,0.01,2,seasonal,600,occ_plus_uniform,300,1.254857344324988,0.0001744454770972717,1.4854562398895793e-05,-8.60533513680517e-05
1,0.01,2,seasonal,600,occ_plus_mean,300,1.254857344324988,0.0001694447475197018,1.4167706349428382e-05,-0.0006890985992183599
1,0.01,2,seasonal,600,oracle_tail,300,1.254857344324988,9.547107377477886e-05,8.827482570692877e-06,0.0004630927206599996
1,0.01,2,seasonal,600,complete_rollout,300,1.254857344324988,0.0005601834030530062,5.057847453783018e-05,-0.0012963687152318718
1,0.01,2,seasonal,1200,uniform,300,1.254857344324988,8.959083044534087e-05,6.869067323312947e-06,9.936588979297205e-05
1,0.01,2,seasonal,1200,learned_occupancy,300,1.254857344324988,8.212042968188867e-05,6.3789735126288016e-06,0.00030170007556864424
1,0.01,2,seasonal,1200,learned_mean,300,1.254857344324988,7.684316633798628e-05,6.031453748787872e-06,0.0001228315868256084
1,0.01,2,seasonal,1200,tis,300,1.254857344324988,4.920258740451603e-05,4.283651226787405e-06,2.282541188937041e-05
1,0.01,2,seasonal,1200,tis_anchored,300,1.254857344324988,5.473560548122168e-05,4.4811858442467876e-06,9.175521511414208e-05
1,0.01,2,seasonal,1200,occ_plus_uniform,300,1.254857344324988,8.646723178412274e-05,6.3529887889807985e-06,0.0002476986276737588
1,0.01,2,seasonal,1200,occ_plus_mean,300,1.254857344324988,7.742801868464715e-05,6.234586526847737e-06,0.00018332549979486708
1,0.01,2,seasonal,1200,oracle_tail,300,1.254857344324988,4.269014884076737e-05,3.407667994318008e-06,-1.5492270462097075e-05
1,0.01,2,seasonal,1200,complete_rollout,300,1.254857344324988,0.000259670974642167,2.0281389205779284e-05,-0.00020964784802319337
