index,p_base,loss,policy,budget_per_block,method,replications,truth,mse,mse_se,bias
5,0.04,3,seasonal,150,uniform,300,1.1616500367440126,0.0009803224071352737,6.848535794487417e-05,0.0016805204896528695
5,0.04,3,seasonal,150,learned_occupancy,300,1.1616500367440126,0.0012773135804649545,9.699182606626587e-05,0.0014477594938880655
5,0.04,3,seasonal,150,learned_mean,300,1.1616500367440126,0.0011699842092197685,9.2903038330872e-05,0.0007447490309291282
5,0.04,3,seasonal,150,tis,300,1.1616500367440126,0.0008273350633590466,6.455367488510587e-05,-0.0003074985059092228
5,0.04,3,seasonal,150,tis_anchored,300,1.1616500367440126,0.0009435597535531811,7.361583276990951e-05,0.0009999626306964212
5,0.04,3,seasonal,150,occ_plus_uniform,300,1.1616500367440126,0.0011508099110243432,8.282696458717754e-05,0.001848522189642235
5,0.04,3,seasonal,150,occ_plus_mean,300,1.1616500367440126,0.00122392494523524,9.460766815299235e-05,0.0010114699775700298
5,0.04,3,seasonal,150,oracle_tail,300,1.1616500367440126,0.0006391120776096792,4.884755639048725e-05,-0.001272966466233798
5,0.04,3,seasonal,150,complete_rollout,300,1.1616500367440126,0.0032546814079016826,0.0002641394289253951,-0.0035120159106791647
5,0.04,3,seasonal,600,uniform,300,1.1616500367440126,0.000265874804107769,1.897749503193377e-05,-0.0006342716661520057
5,0.04,3,seasonal,600,learned_occupancy,300,1.1616500367440126,0.0002933728883636419,2.5080733944082515e-05,-0.0004904217679282671
5,0.04,3,seasonal,600,learned_mean,300,1.1616500367440126,0.0002517248785497415,2.147891141085129e-05,-0.000685110137571343
5,0.04,3,seasonal,600,tis,300,1.1616500367440126,0.0001736105305930763,1.4757242039232684e-05,-0.0012023993605680694
5,0.04,3,seasonal,600,tis_anchored,300,1.1616500367440126,0.00019188976104110822,1.4896964457779617e-05,-0.001114297493110287
5,0.04,3,seasonal,600,occ_plus_uniform,300,1.1616500367440126,0.00030457733194629613,2.371759458166444e-05,-0.000175779286834985
5,0.04,3,seasonal,600,occ_plus_mean,300,1.1616500367440126,0.0002648442266083128,2.224151061241076e-05,-0.0003234641275555883
5,0.04,3,seasonal,600,oracle_tail,300,1.1616500367440126,0.00015319009337369602,1.1682989887859706e-05,-0.0008081243760825862
5,0.04,3,seasonal,600,complete_rollout,300,1.1616500367440126,0.0006293769299999665,5.485614392905388e-05,-0.0006039662833079625
5,0.04,3,seasonal,1200,uniform,300,1.1616500367440126,0.00014337640449362159,1.127965887489505e-05,3.524254965859915e-05
5,0.04,3,seasonal,1200,learned_occupancy,300,1.1616500367440126,0.00013448000630134557,9.704757349590545e-06,-3.0081824517260713e-05
5,0.04,3,seasonal,1200,learned_mean,300,1.1616500367440126,0.00012070977720978912,8.883326745119605e-06,0.0004200760578291196
5,0.04,3,seasonal,1200,tis,300,1.1616500367440126,8.90811677477381e-05,7.467126251601091e-06,-0.00011298539773016758
5,0.04,3,seasonal,1200,tis_anchored,300,1.1616500367440126,9.954559262569202e-05,7.99174802056517e-06,0.00016598113385268915
5,0.04,3,seasonal,1200,occ_plus_uniform,300,1.1616500367440126,0.00014083940172400378,1.091793925673368e-05,-0.00018803893916800114
5,0.04,3,seasonal,1200,occ_plus_mean,300,1.1616500367440126,0.0001266111894080623,9.476359370136526e-06,0.00016158123259391477
5,0.04,3,seasonal,1200,oracle_tail,300,1.1616500367440126,8.035666372781231e-05,6.581440469406845e-06,0.00021620688632005466
5,0.04,3,seasonal,1200,complete_rollout,300,1.1616500367440126,0.00037528149443953975,3.705109555645551e-05,5.789814253004029e-06
