case,budget_per_block,replication,method,truth,error
3,150,0,uniform,1.1972861995471775,-0.0029292938013869563
3,150,0,learned_occupancy,1.1972861995471775,0.0005608522962676776
3,150,0,learned_mean,1.1972861995471775,-0.022545206258375527
3,150,0,tis,1.1972861995471775,-0.04099634896852122
3,150,0,tis_anchored,1.1972861995471775,-0.024928123169289718
3,150,0,occ_plus_uniform,1.1972861995471775,-0.006406260210500392
3,150,0,occ_plus_mean,1.1972861995471775,-0.004581160481986535
3,150,0,oracle_tail,1.1972861995471775,-0.027250706924248913
3,150,0,complete_rollout,1.1972861995471775,-0.03582786621384404
3,150,1,uniform,1.1972861995471775,-0.033911301482082434
3,150,1,learned_occupancy,1.1972861995471775,0.012432132927484352
3,150,1,learned_mean,1.1972861995471775,0.02219914937123635
3,150,1,tis,1.1972861995471775,-0.027714237172934197
3,150,1,tis_anchored,1.1972861995471775,-0.024710701063350937
3,150,1,occ_plus_uniform,1.1972861995471775,-0.0077342678803578035
3,150,1,occ_plus_mean,1.1972861995471775,0.023118608932218176
3,150,1,oracle_tail,1.1972861995471775,-0.05376923432266789
3,150,1,complete_rollout,1.1972861995471775,0.009745050452822479
3,150,2,uniform,1.1972861995471775,0.0067618446659691855
3,150,2,learned_occupancy,1.1972861995471775,0.007104789010397017
3,150,2,learned_mean,1.1972861995471775,0.02674214634663641
3,150,2,tis,1.1972861995471775,0.024946635722107313
3,150,2,tis_anchored,1.1972861995471775,0.021977229982181212
3,150,2,occ_plus_uniform,1.1972861995471775,0.022837610680471965
3,150,2,occ_plus_mean,1.1972861995471775,0.027192250929237494
3,150,2,oracle_tail,1.1972861995471775,0.0022192979577064786
3,150,2,complete_rollout,1.1972861995471775,-0.05535911621384404
3,150,3,uniform,1.1972861995471775,-0.015704304720988604
3,150,3,learned_occupancy,1.1972861995471775,0.018742201421177773
3,150,3,learned_mean,1.1972861995471775,0.00782670707709765
3,150,3,tis,1.1972861995471775,0.02976105871618051
3,150,3,tis_anchored,1.1972861995471775,-0.0011721185279611746
3,150,3,occ_plus_uniform,1.1972861995471775,0.022991026431511186
3,150,3,occ_plus_mean,1.1972861995471775,0.024795892066260983
3,150,3,oracle_tail,1.1972861995471775,0.022932879627663993
3,150,3,complete_rollout,1.1972861995471775,0.02276588378615596
3,150,4,uniform,1.1972861995471775,-0.02709236430508377
3,150,4,learned_occupancy,1.1972861995471775,-0.03142443153214414
3,150,4,learned_mean,1.1972861995471775,-0.035274852918741884
3,150,4,tis,1.1972861995471775,-0.033150628632460766
