case,budget_per_block,replication,method,truth,error
5,150,0,uniform,1.1616500367440126,0.020499748273845375
5,150,0,learned_occupancy,1.1616500367440126,0.015708512596904756
5,150,0,learned_mean,1.1616500367440126,0.012669296478790448
5,150,0,tis,1.1616500367440126,0.03801202340500698
5,150,0,tis_anchored,1.1616500367440126,0.04467982910759538
5,150,0,occ_plus_uniform,1.1616500367440126,0.017457269466861547
5,150,0,occ_plus_mean,1.1616500367440126,0.011206249145521818
5,150,0,oracle_tail,1.1616500367440126,0.019541743228312036
5,150,0,complete_rollout,1.1616500367440126,0.03236037992265417
5,150,1,uniform,1.1616500367440126,-0.05611016059665963
5,150,1,learned_occupancy,1.1616500367440126,-0.04349725638463031
5,150,1,learned_mean,1.1616500367440126,-0.04362583724368552
5,150,1,tis,1.1616500367440126,-0.0524276589644026
5,150,1,tis_anchored,1.1616500367440126,-0.04690243701942087
5,150,1,occ_plus_uniform,1.1616500367440126,-0.053032797850639746
5,150,1,occ_plus_mean,1.1616500367440126,-0.0476920782248309
5,150,1,oracle_tail,1.1616500367440126,-0.019328649422059474
5,150,1,complete_rollout,1.1616500367440126,0.05840204658932091
5,150,2,uniform,1.1616500367440126,-0.003539518450307755
5,150,2,learned_occupancy,1.1616500367440126,0.006450080947450587
5,150,2,learned_mean,1.1616500367440126,-0.015827287931792666
5,150,2,tis,1.1616500367440126,-0.009796494061625527
5,150,2,tis_anchored,1.1616500367440126,-0.0008114572162662981
5,150,2,occ_plus_uniform,1.1616500367440126,-0.018465939919057872
5,150,2,occ_plus_mean,1.1616500367440126,-0.0008634126925248786
5,150,2,oracle_tail,1.1616500367440126,0.012211836183365632
5,150,2,complete_rollout,1.1616500367440126,-0.03274378674401257
5,150,3,uniform,1.1616500367440126,8.495652031514922e-05
5,150,3,learned_occupancy,1.1616500367440126,0.00909201470833354
5,150,3,learned_mean,1.1616500367440126,-0.006847183716677918
5,150,3,tis,1.1616500367440126,0.0028905020154912364
5,150,3,tis_anchored,1.1616500367440126,0.012991104177960455
5,150,3,occ_plus_uniform,1.1616500367440126,0.0021251429052755455
5,150,3,occ_plus_mean,1.1616500367440126,0.005901341622785772
5,150,3,oracle_tail,1.1616500367440126,0.023560821597230275
5,150,3,complete_rollout,1.1616500367440126,-0.00019170341067908936
5,150,4,uniform,1.1616500367440126,-0.043291978479073734
5,150,4,learned_occupancy,1.1616500367440126,-0.03735992647746067
5,150,4,learned_mean,1.1616500367440126,-0.03801031418279832
5,150,4,tis,1.1616500367440126,-0.029456340414105275
5,150,4,tis_anchored,1.1616500367440126,-0.02794718953210551
5,150,4,occ_plus_uniform,1.1616500367440126,-0.05770192011518893
5,150,4,occ_plus_mean,1.1616500367440126,-0.037490697272785534
5,150,4,oracle_tail,1.1616500367440126,-0.030163157394250906
5,150,4,complete_rollout,1.1616500367440126,-0.03274378674401257
5,150,5,uniform,1.1616500367440126,-0.014549683574409666
5,150,5,learned_occupancy,1.1616500367440126,-0.02192323885791314
5,150,5,learned_mean,1.1616500367440126,-0.016569565004789677
5,150,5,tis,1.1616500367440126,-0.015432793482783147
5,150,5,tis_anchored,1.1616500367440126,-0.023914755884387517
5,150,5,occ_plus_uniform,1.1616500367440126,-0.025912855462728146
5,150,5,occ_plus_mean,1.1616500367440126,-0.014976945767467553
5,150,5,oracle_tail,1.1616500367440126,-0.005369366439520018
5,150,5,complete_rollout,1.1616500367440126,0.08444371325598743
5,150,6,uniform,1.1616500367440126,-0.022439490710661314
5,150,6,learned_occupancy,1.1616500367440126,-0.011634629766923865
5,150,6,learned_mean,1.1616500367440126,-0.012295864933318912
5,150,6,tis,1.1616500367440126,-0.04160740556447373
5,150,6,tis_anchored,1.1616500367440126,-0.053000592575977556
5,150,6,occ_plus_uniform,1.1616500367440126,-0.0016974119715233993
5,150,6,occ_plus_mean,1.1616500367440126,-0.01991267878233627
5,150,6,oracle_tail,1.1616500367440126,-0.021346491427860492
5,150,6,complete_rollout,1.1616500367440126,0.06491246325598743
5,150,7,uniform,1.1616500367440126,-0.036440078299328604
5,150,7,learned_occupancy,1.1616500367440126,-0.026749796914076196
5,150,7,learned_mean,1.1616500367440126,-0.03751181590593711
5,150,7,tis,1.1616500367440126,-0.0033316975719510644
5,150,7,tis_anchored,1.1616500367440126,-0.02850400232468675
5,150,7,occ_plus_uniform,1.1616500367440126,-0.032866674831345755
5,150,7,occ_plus_mean,1.1616500367440126,-0.029300848870786877
5,150,7,oracle_tail,1.1616500367440126,-0.001533738893363168
5,150,7,complete_rollout,1.1616500367440126,-0.01972295341067909
5,150,8,uniform,1.1616500367440126,-0.015656934997912986
5,150,8,learned_occupancy,1.1616500367440126,0.025191554810297667
5,150,8,learned_mean,1.1616500367440126,0.011218883483745445
5,150,8,tis,1.1616500367440126,-0.007703988526409633
5,150,8,tis_anchored,1.1616500367440126,0.016519112181192286
5,150,8,occ_plus_uniform,1.1616500367440126,0.009733084970827033
5,150,8,occ_plus_mean,1.1616500367440126,0.006852534350715533
5,150,8,oracle_tail,1.1616500367440126,-0.005051677446053615
5,150,8,complete_rollout,1.1616500367440126,0.11048537992265417
5,150,9,uniform,1.1616500367440126,0.05508966867982501
5,150,9,learned_occupancy,1.1616500367440126,0.04077418988120485
5,150,9,learned_mean,1.1616500367440126,0.04342301047667618
5,150,9,tis,1.1616500367440126,0.03830530514133823
5,150,9,tis_anchored,1.1616500367440126,0.0532826531693571
5,150,9,occ_plus_uniform,1.1616500367440126,0.06683985044187701
5,150,9,occ_plus_mean,1.1616500367440126,0.04160858344410001
5,150,9,oracle_tail,1.1616500367440126,0.032232857762299894
5,150,9,complete_rollout,1.1616500367440126,0.02584996325598743
5,150,10,uniform,1.1616500367440126,0.0089447917052492
5,150,10,learned_occupancy,1.1616500367440126,0.02048471484107317
5,150,10,learned_mean,1.1616500367440126,0.003270088534352178
5,150,10,tis,1.1616500367440126,0.022237816686621725
5,150,10,tis_anchored,1.1616500367440126,0.020608151232928584
5,150,10,occ_plus_uniform,1.1616500367440126,0.02823340235981253
5,150,10,occ_plus_mean,1.1616500367440126,0.01175070442489834
5,150,10,oracle_tail,1.1616500367440126,0.029431003180447668
5,150,10,complete_rollout,1.1616500367440126,-0.02623337007734583
5,150,11,uniform,1.1616500367440126,-0.03262758333266613
5,150,11,learned_occupancy,1.1616500367440126,-0.05384517792740473
5,150,11,learned_mean,1.1616500367440126,-0.04610920860137968
5,150,11,tis,1.1616500367440126,-0.026747165046637322
5,150,11,tis_anchored,1.1616500367440126,-0.03466851833143725
5,150,11,occ_plus_uniform,1.1616500367440126,-0.02698688747275657
5,150,11,occ_plus_mean,1.1616500367440126,-0.04778795157490312
5,150,11,oracle_tail,1.1616500367440126,-0.036680838638186275
5,150,11,complete_rollout,1.1616500367440126,0.03236037992265417
5,150,12,uniform,1.1616500367440126,0.012790052094009186
5,150,12,learned_occupancy,1.1616500367440126,0.010289852279815381
5,150,12,learned_mean,1.1616500367440126,-0.01598642763638458
5,150,12,tis,1.1616500367440126,-0.009946283169856684
5,150,12,tis_anchored,1.1616500367440126,-0.01931875925367632
5,150,12,occ_plus_uniform,1.1616500367440126,0.015431706547021529
5,150,12,occ_plus_mean,1.1616500367440126,-0.016496888883950067
5,150,12,oracle_tail,1.1616500367440126,-0.014857499993666146
5,150,12,complete_rollout,1.1616500367440126,0.13001662992265417
5,150,13,uniform,1.1616500367440126,0.07380433715085255
5,150,13,learned_occupancy,1.1616500367440126,0.06594611849902976
5,150,13,learned_mean,1.1616500367440126,0.05924213839081793
