case,budget_per_block,replication,method,truth,error
8,150,0,uniform,0.8527326554964234,-0.006644059877550124
8,150,0,learned_occupancy,0.8527326554964234,-0.03254896234926852
8,150,0,learned_mean,0.8527326554964234,-0.021020458275811116
8,150,0,tis,0.8527326554964234,-0.016532786102011032
8,150,0,tis_anchored,0.8527326554964234,-0.01286703158803637
8,150,0,occ_plus_uniform,0.8527326554964234,-0.025489344703959582
8,150,0,occ_plus_mean,0.8527326554964234,-0.0266628310901309
8,150,0,oracle_tail,0.8527326554964234,-0.022329626146276094
8,150,0,complete_rollout,0.8527326554964234,0.04830901117024333
8,150,1,uniform,0.8527326554964234,0.0020104139077553596
8,150,1,learned_occupancy,0.8527326554964234,-0.004328615794576107
8,150,1,learned_mean,0.8527326554964234,0.006854607842266658
8,150,1,tis,0.8527326554964234,-0.004639727143166517
8,150,1,tis_anchored,0.8527326554964234,-0.005253692910960783
8,150,1,occ_plus_uniform,0.8527326554964234,-0.01600473840141592
8,150,1,occ_plus_mean,0.8527326554964234,0.007936811897952922
8,150,1,oracle_tail,0.8527326554964234,-0.003532155530096115
8,150,1,complete_rollout,0.8527326554964234,-0.0024722388297566678
8,150,2,uniform,0.8527326554964234,-0.03129330649191098
8,150,2,learned_occupancy,0.8527326554964234,-0.03588727191386698
8,150,2,learned_mean,0.8527326554964234,-0.034076220684876146
8,150,2,tis,0.8527326554964234,-0.026318295573445893
8,150,2,tis_anchored,0.8527326554964234,-0.032007075225614856
8,150,2,occ_plus_uniform,0.8527326554964234,-0.029299261306911295
8,150,2,occ_plus_mean,0.8527326554964234,-0.038512537548037296
8,150,2,oracle_tail,0.8527326554964234,-0.030506903346546488
8,150,2,complete_rollout,0.8527326554964234,-0.06106598882975667
8,150,3,uniform,0.8527326554964234,0.008534677037357441
8,150,3,learned_occupancy,0.8527326554964234,0.017272970450893266
8,150,3,learned_mean,0.8527326554964234,0.0200954181686418
8,150,3,tis,0.8527326554964234,0.01581414610407683
8,150,3,tis_anchored,0.8527326554964234,0.009607084991092085
8,150,3,occ_plus_uniform,0.8527326554964234,-0.010492471274165971
8,150,3,occ_plus_mean,0.8527326554964234,0.030377677098944234
8,150,3,oracle_tail,0.8527326554964234,0.001088681630996291
8,150,3,complete_rollout,0.8527326554964234,-0.06106598882975667
8,150,4,uniform,0.8527326554964234,0.0646575150527835
8,150,4,learned_occupancy,0.8527326554964234,0.09387351037340441
8,150,4,learned_mean,0.8527326554964234,0.09284976885421992
8,150,4,tis,0.8527326554964234,0.08152308221621574
8,150,4,tis_anchored,0.8527326554964234,0.10465041970674849
8,150,4,occ_plus_uniform,0.8527326554964234,0.09345779427189704
8,150,4,occ_plus_mean,0.8527326554964234,0.09590472739810108
8,150,4,oracle_tail,0.8527326554964234,0.09076801345925234
8,150,4,complete_rollout,0.8527326554964234,0.1394548445035767
8,150,5,uniform,0.8527326554964234,-0.013999685678378948
8,150,5,learned_occupancy,0.8527326554964234,-0.020743363985019858
8,150,5,learned_mean,0.8527326554964234,-0.020852212934190373
8,150,5,tis,0.8527326554964234,-0.014727732520922077
8,150,5,tis_anchored,0.8527326554964234,-0.010589150853303808
8,150,5,occ_plus_uniform,0.8527326554964234,-0.02529779388819653
8,150,5,occ_plus_mean,0.8527326554964234,-0.022297453358267383
8,150,5,oracle_tail,0.8527326554964234,-0.00854641511178389
8,150,5,complete_rollout,0.8527326554964234,0.09388192783690996
8,150,6,uniform,0.8527326554964234,-0.01388240032758703
8,150,6,learned_occupancy,0.8527326554964234,-0.018700507159017388
8,150,6,learned_mean,0.8527326554964234,-0.01741414770044547
8,150,6,tis,0.8527326554964234,-0.010860825105700966
8,150,6,tis_anchored,0.8527326554964234,-0.013824775582725213
8,150,6,occ_plus_uniform,0.8527326554964234,-0.01812777969770296
8,150,6,occ_plus_mean,0.8527326554964234,-0.017241748309119398
8,150,6,oracle_tail,0.8527326554964234,-0.009748523810413912
8,150,6,complete_rollout,0.8527326554964234,0.0027360945035767026
8,150,7,uniform,0.8527326554964234,-0.011464235695604397
8,150,7,learned_occupancy,0.8527326554964234,0.006711004997017378
8,150,7,learned_mean,0.8527326554964234,-0.005048673669528325
8,150,7,tis,0.8527326554964234,0.02212922006814999
8,150,7,tis_anchored,0.8527326554964234,-0.004400432144715083
8,150,7,occ_plus_uniform,0.8527326554964234,-0.009560951210149327
8,150,7,occ_plus_mean,0.8527326554964234,0.00047781273866720486
8,150,7,oracle_tail,0.8527326554964234,0.009857911924072038
8,150,7,complete_rollout,0.8527326554964234,-0.029815988829756668
8,150,8,uniform,0.8527326554964234,0.039787991228041664
8,150,8,learned_occupancy,0.8527326554964234,-0.01599545167955929
8,150,8,learned_mean,0.8527326554964234,0.00014716785810486854
8,150,8,tis,0.8527326554964234,0.01816259932627806
8,150,8,tis_anchored,0.8527326554964234,0.0013461212907204256
8,150,8,occ_plus_uniform,0.8527326554964234,0.023322013351020354
8,150,8,occ_plus_mean,0.8527326554964234,-0.01453605848156525
8,150,8,oracle_tail,0.8527326554964234,0.016518683921123767
8,150,8,complete_rollout,0.8527326554964234,0.1199235945035767
8,150,9,uniform,0.8527326554964234,0.05944975867670155
8,150,9,learned_occupancy,0.8527326554964234,0.10320953213694373
8,150,9,learned_mean,0.8527326554964234,0.10478222749599075
8,150,9,tis,0.8527326554964234,0.07961804985067822
8,150,9,tis_anchored,0.8527326554964234,0.09410789482746917
8,150,9,occ_plus_uniform,0.8527326554964234,0.10861732166918259
8,150,9,occ_plus_mean,0.8527326554964234,0.1050185204623939
8,150,9,oracle_tail,0.8527326554964234,0.05400283528380234
8,150,9,complete_rollout,0.8527326554964234,-0.06757640549642341
8,150,10,uniform,0.8527326554964234,-0.005295643022932395
8,150,10,learned_occupancy,0.8527326554964234,-0.014285452263215648
8,150,10,learned_mean,0.8527326554964234,9.938187535118992e-05
8,150,10,tis,0.8527326554964234,-0.016749686947741593
8,150,10,tis_anchored,0.8527326554964234,-0.014799470921185387
8,150,10,occ_plus_uniform,0.8527326554964234,-0.009040465616302562
8,150,10,occ_plus_mean,0.8527326554964234,-0.006718265910059085
8,150,10,oracle_tail,0.8527326554964234,-0.015433681437203361
8,150,10,complete_rollout,0.8527326554964234,-0.06106598882975667
8,150,11,uniform,0.8527326554964234,-0.0009560137782875788
8,150,11,learned_occupancy,0.8527326554964234,0.03189995064227058
