case,budget_per_block,replication,method,truth,error
2,150,0,uniform,1.2515820119829815,-0.0395344495390304
2,150,0,learned_occupancy,1.2515820119829815,-0.06348106372795614
2,150,0,learned_mean,1.2515820119829815,-0.03263656590923181
2,150,0,tis,1.2515820119829815,-0.005394634976426227
2,150,0,tis_anchored,1.2515820119829815,-0.024857753378925596
2,150,0,occ_plus_uniform,1.2515820119829815,-0.05590589566508175
2,150,0,occ_plus_mean,1.2515820119829815,-0.0504493649190878
2,150,0,oracle_tail,1.2515820119829815,-0.018525741697997145
2,150,0,complete_rollout,1.2515820119829815,0.05310548801701853
2,150,1,uniform,1.2515820119829815,-0.04217333462013029
2,150,1,learned_occupancy,1.2515820119829815,-0.016820615869175493
2,150,1,learned_mean,1.2515820119829815,-0.03858653315096716
2,150,1,tis,1.2515820119829815,-0.02383047470110511
2,150,1,tis_anchored,1.2515820119829815,-0.027127069462234088
2,150,1,occ_plus_uniform,1.2515820119829815,-0.01773138809737862
2,150,1,occ_plus_mean,1.2515820119829815,-0.030051637489910243
2,150,1,oracle_tail,1.2515820119829815,-0.03412821603034999
2,150,1,complete_rollout,1.2515820119829815,0.05961590468368527
2,150,2,uniform,1.2515820119829815,0.0019185021956851234
2,150,2,learned_occupancy,1.2515820119829815,0.010227190299576527
2,150,2,learned_mean,1.2515820119829815,0.0168256276810288
2,150,2,tis,1.2515820119829815,0.010591813272686101
2,150,2,tis_anchored,1.2515820119829815,0.009517226956278213
2,150,2,occ_plus_uniform,1.2515820119829815,0.02929053333783105
2,150,2,occ_plus_mean,1.2515820119829815,0.019599278691103672
2,150,2,oracle_tail,1.2515820119829815,-0.008256407721711101
2,150,2,complete_rollout,1.2515820119829815,-0.011998678649647987
2,150,3,uniform,1.2515820119829815,-0.02131938939902578
2,150,3,learned_occupancy,1.2515820119829815,0.01873221929475055
2,150,3,learned_mean,1.2515820119829815,0.020197377243181158
2,150,3,tis,1.2515820119829815,0.0007424159786533213
2,150,3,tis_anchored,1.2515820119829815,0.010554718045544531
2,150,3,occ_plus_uniform,1.2515820119829815,0.00681182928454116
2,150,3,occ_plus_mean,1.2515820119829815,0.019975095359660022
2,150,3,oracle_tail,1.2515820119829815,0.019325303009888772
2,150,3,complete_rollout,1.2515820119829815,0.02706382135035179
2,150,4,uniform,1.2515820119829815,-0.018851641643687023
2,150,4,learned_occupancy,1.2515820119829815,-0.014596434658191937
2,150,4,learned_mean,1.2515820119829815,-0.017931494495052602
2,150,4,tis,1.2515820119829815,-0.011918070222444399
2,150,4,tis_anchored,1.2515820119829815,-0.0038954456252684455
2,150,4,occ_plus_uniform,1.2515820119829815,-0.0038815911626592925
2,150,4,occ_plus_mean,1.2515820119829815,-0.008405144344581839
2,150,4,oracle_tail,1.2515820119829815,0.0018553133214167516
2,150,4,complete_rollout,1.2515820119829815,-0.05757159531631473
2,150,5,uniform,1.2515820119829815,-0.024340946015754872
2,150,5,learned_occupancy,1.2515820119829815,-0.03869258976114476
2,150,5,learned_mean,1.2515820119829815,-0.04728492678526064
2,150,5,tis,1.2515820119829815,-0.033924323814978896
2,150,5,tis_anchored,1.2515820119829815,-0.05050713402269458
2,150,5,occ_plus_uniform,1.2515820119829815,-0.04794048506181725
2,150,5,occ_plus_mean,1.2515820119829815,-0.0532302517924963
2,150,5,oracle_tail,1.2515820119829815,-0.0046605688390986
2,150,5,complete_rollout,1.2515820119829815,-0.018509095316314728
2,150,6,uniform,1.2515820119829815,0.010561145206122946
2,150,6,learned_occupancy,1.2515820119829815,0.04302630723121359
2,150,6,learned_mean,1.2515820119829815,0.02470128327003218
2,150,6,tis,1.2515820119829815,0.02544461779351237
2,150,6,tis_anchored,1.2515820119829815,0.0416436317988671
2,150,6,occ_plus_uniform,1.2515820119829815,0.03205233876975333
2,150,6,occ_plus_mean,1.2515820119829815,0.03302544452797762
2,150,6,oracle_tail,1.2515820119829815,0.03700464335463716
2,150,6,complete_rollout,1.2515820119829815,-0.005488261982981468
2,150,7,uniform,1.2515820119829815,0.04408193765072488
2,150,7,learned_occupancy,1.2515820119829815,0.02078716722611973
2,150,7,learned_mean,1.2515820119829815,0.04078584836926624
2,150,7,tis,1.2515820119829815,0.029898494022671862
2,150,7,tis_anchored,1.2515820119829815,0.022264858721399605
2,150,7,occ_plus_uniform,1.2515820119829815,0.039160350828230994
2,150,7,occ_plus_mean,1.2515820119829815,0.027159096379931524
2,150,7,oracle_tail,1.2515820119829815,0.014927638383195996
2,150,7,complete_rollout,1.2515820119829815,0.15076173801701853
2,150,8,uniform,1.2515820119829815,-0.0052625760357656315
2,150,8,learned_occupancy,1.2515820119829815,-0.02956971994305113
2,150,8,learned_mean,1.2515820119829815,0.0025947968176327496
2,150,8,tis,1.2515820119829815,0.017231267589641774
2,150,8,tis_anchored,1.2515820119829815,-0.0004465336119663377
2,150,8,occ_plus_uniform,1.2515820119829815,-0.01060587503140753
2,150,8,occ_plus_mean,1.2515820119829815,-0.028565737447083128
2,150,8,oracle_tail,1.2515820119829815,0.005332611218205496
2,150,8,complete_rollout,1.2515820119829815,0.06612632135035179
2,150,9,uniform,1.2515820119829815,-0.018980687261477724
2,150,9,learned_occupancy,1.2515820119829815,-0.0020378676504804183
2,150,9,learned_mean,1.2515820119829815,0.00818365518749542
2,150,9,tis,1.2515820119829815,-0.023203138595887518
2,150,9,tis_anchored,1.2515820119829815,-0.018407960734574624
2,150,9,occ_plus_uniform,1.2515820119829815,8.210545954456805e-05
2,150,9,occ_plus_mean,1.2515820119829815,-0.0044125552223850395
2,150,9,oracle_tail,1.2515820119829815,-0.014269122669488432
2,150,9,complete_rollout,1.2515820119829815,-0.018509095316314728
2,150,10,uniform,1.2515820119829815,0.007267498836986963
2,150,10,learned_occupancy,1.2515820119829815,0.007777748526435202
2,150,10,learned_mean,1.2515820119829815,0.014222708352279678
2,150,10,tis,1.2515820119829815,0.004922630293315189
2,150,10,tis_anchored,1.2515820119829815,0.004015047067374988
2,150,10,occ_plus_uniform,1.2515820119829815,0.00787533968120413
2,150,10,occ_plus_mean,1.2515820119829815,0.013889080994187175
2,150,10,oracle_tail,1.2515820119829815,-0.013505486986048476
2,150,10,complete_rollout,1.2515820119829815,0.07263673801701853
2,150,11,uniform,1.2515820119829815,0.04343004345333101
2,150,11,learned_occupancy,1.2515820119829815,0.04773759735654015
2,150,11,learned_mean,1.2515820119829815,0.04301495242719322
2,150,11,tis,1.2515820119829815,0.010300649080883462
2,150,11,tis_anchored,1.2515820119829815,0.022880953004085436
2,150,11,occ_plus_uniform,1.2515820119829815,0.045294246975537744
2,150,11,occ_plus_mean,1.2515820119829815,0.04701301468736063
2,150,11,oracle_tail,1.2515820119829815,-0.00044021260676774254
2,150,11,complete_rollout,1.2515820119829815,-0.018509095316314728
2,150,12,uniform,1.2515820119829815,-0.01765516998093175
2,150,12,learned_occupancy,1.2515820119829815,-0.02165139340052158
2,150,12,learned_mean,1.2515820119829815,-0.010099202841170385
2,150,12,tis,1.2515820119829815,-0.03469979699898906
2,150,12,tis_anchored,1.2515820119829815,-0.012262964787715935
2,150,12,occ_plus_uniform,1.2515820119829815,-0.030364629116020447
2,150,12,occ_plus_mean,1.2515820119829815,-0.014890778171992691
2,150,12,oracle_tail,1.2515820119829815,-0.014116874392543943
2,150,12,complete_rollout,1.2515820119829815,-0.03152992864964799
2,150,13,uniform,1.2515820119829815,0.03050303114126618
2,150,13,learned_occupancy,1.2515820119829815,0.023819112879082338
2,150,13,learned_mean,1.2515820119829815,0.02715257179490127
2,150,13,tis,1.2515820119829815,0.007744606122581654
2,150,13,tis_anchored,1.2515820119829815,-0.013570668691536225
2,150,13,occ_plus_uniform,1.2515820119829815,0.026351656575101634
2,150,13,occ_plus_mean,1.2515820119829815,0.024781526398437448
2,150,13,oracle_tail,1.2515820119829815,0.011035717918348453
2,150,13,complete_rollout,1.2515820119829815,0.007532571350351791
2,150,14,uniform,1.2515820119829815,0.01697129707425149
2,150,14,learned_occupancy,1.2515820119829815,0.039980084792310855
2,150,14,learned_mean,1.2515820119829815,0.03522367613840505
2,150,14,tis,1.2515820119829815,-0.002521471501917061
2,150,14,tis_anchored,1.2515820119829815,0.01746792856396384
2,150,14,occ_plus_uniform,1.2515820119829815,0.03848563859607124
2,150,14,occ_plus_mean,1.2515820119829815,0.04334799020520186
2,150,14,oracle_tail,1.2515820119829815,0.020621049571668104
2,150,14,complete_rollout,1.2515820119829815,0.05961590468368527
2,150,15,uniform,1.2515820119829815,0.022866255380587397
2,150,15,learned_occupancy,1.2515820119829815,0.01646983344326025
2,150,15,learned_mean,1.2515820119829815,0.01488575674658299
2,150,15,tis,1.2515820119829815,0.0221796283799105
2,150,15,tis_anchored,1.2515820119829815,0.023002363534386783
2,150,15,occ_plus_uniform,1.2515820119829815,0.02327919285681923
2,150,15,occ_plus_mean,1.2515820119829815,0.021574634314746932
2,150,15,oracle_tail,1.2515820119829815,0.00666869708874529
2,150,15,complete_rollout,1.2515820119829815,0.09867840468368527
2,150,16,uniform,1.2515820119829815,-0.0074753330457084655
2,150,16,learned_occupancy,1.2515820119829815,0.008976337496821696
2,150,16,learned_mean,1.2515820119829815,-0.007232777681769331
2,150,16,tis,1.2515820119829815,-0.016485745360278692
2,150,16,tis_anchored,1.2515820119829815,-0.012982568170847975
2,150,16,occ_plus_uniform,1.2515820119829815,-0.009190990631776863
2,150,16,occ_plus_mean,1.2515820119829815,0.0020354786785286016
2,150,16,oracle_tail,1.2515820119829815,-0.025799408809509483
2,150,16,complete_rollout,1.2515820119829815,0.05310548801701853
2,150,17,uniform,1.2515820119829815,-0.0041221180816750636
2,150,17,learned_occupancy,1.2515820119829815,-0.03193075122345013
2,150,17,learned_mean,1.2515820119829815,-0.014370683203373202
2,150,17,tis,1.2515820119829815,-0.023414912468425753
2,150,17,tis_anchored,1.2515820119829815,-0.007075520019917514
2,150,17,occ_plus_uniform,1.2515820119829815,-0.013910801196140632
2,150,17,occ_plus_mean,1.2515820119829815,-0.015043251122768941
2,150,17,oracle_tail,1.2515820119829815,-0.012336625102991272
2,150,17,complete_rollout,1.2515820119829815,0.07914715468368527
2,150,18,uniform,1.2515820119829815,0.0023040522796966556
2,150,18,learned_occupancy,1.2515820119829815,-0.014670810008211133
2,150,18,learned_mean,1.2515820119829815,-0.031478336706869836
2,150,18,tis,1.2515820119829815,-0.0407898947190628
2,150,18,tis_anchored,1.2515820119829815,-0.021831072125818807
2,150,18,occ_plus_uniform,1.2515820119829815,-0.01958230252143811
2,150,18,occ_plus_mean,1.2515820119829815,-0.0310775005512427
2,150,18,oracle_tail,1.2515820119829815,-0.041013208405270785
2,150,18,complete_rollout,1.2515820119829815,-0.03152992864964799
2,150,19,uniform,1.2515820119829815,-0.0029114100346900873
2,150,19,learned_occupancy,1.2515820119829815,0.007642252682587891
2,150,19,learned_mean,1.2515820119829815,0.020613178971657486
2,150,19,tis,1.2515820119829815,-0.021800621664267217
2,150,19,tis_anchored,1.2515820119829815,-0.022812563773450645
2,150,19,occ_plus_uniform,1.2515820119829815,0.014316213021115187
2,150,19,occ_plus_mean,1.2515820119829815,0.005133295268049842
2,150,19,oracle_tail,1.2515820119829815,-0.023279330414069488
2,150,19,complete_rollout,1.2515820119829815,-0.011998678649647987
2,150,20,uniform,1.2515820119829815,0.04691597005034098
2,150,20,learned_occupancy,1.2515820119829815,0.050070365330840305
2,150,20,learned_mean,1.2515820119829815,0.044026980461152165
2,150,20,tis,1.2515820119829815,0.033071357063738205
2,150,20,tis_anchored,1.2515820119829815,0.044402469583828985
2,150,20,occ_plus_uniform,1.2515820119829815,0.05481402028278559
2,150,20,occ_plus_mean,1.2515820119829815,0.049475309122264166
2,150,20,oracle_tail,1.2515820119829815,0.043915228370838166
2,150,20,complete_rollout,1.2515820119829815,-0.03804034531631473
2,150,21,uniform,1.2515820119829815,-0.04331485890512776
2,150,21,learned_occupancy,1.2515820119829815,-0.013746535705478458
2,150,21,learned_mean,1.2515820119829815,0.016356653908327523
2,150,21,tis,1.2515820119829815,-0.004028122571629433
2,150,21,tis_anchored,1.2515820119829815,-0.0004407362971143858
2,150,21,occ_plus_uniform,1.2515820119829815,-0.017604370910672573
2,150,21,occ_plus_mean,1.2515820119829815,0.0072934020856501025
2,150,21,oracle_tail,1.2515820119829815,0.006617153325705338
2,150,21,complete_rollout,1.2515820119829815,-0.011998678649647987
2,150,22,uniform,1.2515820119829815,-0.000768744558492962
2,150,22,learned_occupancy,1.2515820119829815,0.01672670359570927
2,150,22,learned_mean,1.2515820119829815,0.004261398389056037
2,150,22,tis,1.2515820119829815,0.0023368192491368678
2,150,22,tis_anchored,1.2515820119829815,-0.000999277795843856
2,150,22,occ_plus_uniform,1.2515820119829815,0.010937813223053983
2,150,22,occ_plus_mean,1.2515820119829815,0.01256694672456482
2,150,22,oracle_tail,1.2515820119829815,0.00046492900213079835
2,150,22,complete_rollout,1.2515820119829815,0.06612632135035179
2,150,23,uniform,1.2515820119829815,-0.012771859232685978
2,150,23,learned_occupancy,1.2515820119829815,-0.014442080466205542
2,150,23,learned_mean,1.2515820119829815,-0.0206141231086725
2,150,23,tis,1.2515820119829815,-0.020392472117870097
2,150,23,tis_anchored,1.2515820119829815,-0.015641152708527617
2,150,23,occ_plus_uniform,1.2515820119829815,-0.028049415281396373
2,150,23,occ_plus_mean,1.2515820119829815,-0.019008165801144505
2,150,23,oracle_tail,1.2515820119829815,-0.005503313263590215
2,150,23,complete_rollout,1.2515820119829815,0.0010221546836852724
2,150,24,uniform,1.2515820119829815,0.03059231602199608
2,150,24,learned_occupancy,1.2515820119829815,0.021412038407915723
2,150,24,learned_mean,1.2515820119829815,0.005801908868182659
