case,budget_per_block,replication,method,truth,error
11,150,0,uniform,0.9332007937894974,0.051319051230090396
11,150,0,learned_occupancy,0.9332007937894974,0.014662775689979313
11,150,0,learned_mean,0.9332007937894974,0.01853456351581595
11,150,0,tis,0.9332007937894974,0.031238997832285564
11,150,0,tis_anchored,0.9332007937894974,0.018960991682014927
11,150,0,occ_plus_uniform,0.9332007937894974,0.0358310057068989
11,150,0,occ_plus_mean,0.9332007937894974,0.007714124030012481
11,150,0,oracle_tail,0.9332007937894974,0.03394072056447783
11,150,0,complete_rollout,0.9332007937894974,-0.04986746045616408
11,150,1,uniform,0.9332007937894974,-0.03892611682353031
11,150,1,learned_occupancy,0.9332007937894974,-0.0017488580235204276
11,150,1,learned_mean,0.9332007937894974,-0.03361955728103416
11,150,1,tis,0.9332007937894974,0.014486168567500735
11,150,1,tis_anchored,0.9332007937894974,0.02403288845020557
11,150,1,occ_plus_uniform,0.9332007937894974,-0.002379014031186011
11,150,1,occ_plus_mean,0.9332007937894974,-0.030161096309993862
11,150,1,oracle_tail,0.9332007937894974,-0.003587713603580567
11,150,1,complete_rollout,0.9332007937894974,0.08346587287716922
11,150,2,uniform,0.9332007937894974,-0.001323345834876144
11,150,2,learned_occupancy,0.9332007937894974,-0.022816674607610055
11,150,2,learned_mean,0.9332007937894974,-0.04206606621704534
11,150,2,tis,0.9332007937894974,-0.03868694358684521
11,150,2,tis_anchored,0.9332007937894974,-0.03254904505598322
11,150,2,occ_plus_uniform,0.9332007937894974,-0.042800191496917606
11,150,2,occ_plus_mean,0.9332007937894974,-0.036922206308972805
11,150,2,oracle_tail,0.9332007937894974,-0.002461599884440613
11,150,2,complete_rollout,0.9332007937894974,0.1390214284327248
11,150,3,uniform,0.9332007937894974,-0.041217317949513776
11,150,3,learned_occupancy,0.9332007937894974,-0.02581451613109942
11,150,3,learned_mean,0.9332007937894974,-0.021024456029168137
11,150,3,tis,0.9332007937894974,-0.02761625005825996
11,150,3,tis_anchored,0.9332007937894974,-0.06044046471247988
11,150,3,occ_plus_uniform,0.9332007937894974,-0.03678835947198822
11,150,3,occ_plus_mean,0.9332007937894974,-0.008190090326624322
11,150,3,oracle_tail,0.9332007937894974,-0.005018133992863993
11,150,3,complete_rollout,0.9332007937894974,-0.07764523823394187
11,150,4,uniform,0.9332007937894974,-0.09838870527257138
11,150,4,learned_occupancy,0.9332007937894974,-0.08702342977721467
11,150,4,learned_mean,0.9332007937894974,-0.08444456903660547
11,150,4,tis,0.9332007937894974,-0.047219690357724775
11,150,4,tis_anchored,0.9332007937894974,-0.06455197632210707
11,150,4,occ_plus_uniform,0.9332007937894974,-0.10006472039993997
11,150,4,occ_plus_mean,0.9332007937894974,-0.07810283228935866
11,150,4,oracle_tail,0.9332007937894974,-0.02494043051393602
11,150,4,complete_rollout,0.9332007937894974,0.17235476176605824
11,150,5,uniform,0.9332007937894974,-0.03409638077118604
11,150,5,learned_occupancy,0.9332007937894974,0.014333910638015479
11,150,5,learned_mean,0.9332007937894974,0.02502360120160585
11,150,5,tis,0.9332007937894974,-0.013876439100952598
11,150,5,tis_anchored,0.9332007937894974,0.01394612317203714
11,150,5,occ_plus_uniform,0.9332007937894974,-0.007580626158325332
11,150,5,occ_plus_mean,0.9332007937894974,0.011432618143883189
11,150,5,oracle_tail,0.9332007937894974,0.007365398938010248
11,150,5,complete_rollout,0.9332007937894974,0.04457698398828036
11,150,6,uniform,0.9332007937894974,0.03076227846250834
11,150,6,learned_occupancy,0.9332007937894974,0.025035408310205676
11,150,6,learned_mean,0.9332007937894974,-0.010807164747909659
11,150,6,tis,0.9332007937894974,-0.016324698531943183
11,150,6,tis_anchored,0.9332007937894974,0.012882451300747833
11,150,6,occ_plus_uniform,0.9332007937894974,0.032968675851547724
11,150,6,occ_plus_mean,0.9332007937894974,-0.003811002301254196
11,150,6,oracle_tail,0.9332007937894974,0.008999722764932772
11,150,6,complete_rollout,0.9332007937894974,-0.0054230160117195725
11,150,7,uniform,0.9332007937894974,-0.03128071262612586
11,150,7,learned_occupancy,0.9332007937894974,-0.0698302842007229
11,150,7,learned_mean,0.9332007937894974,-0.0695006323460956
11,150,7,tis,0.9332007937894974,-0.06015461136557776
11,150,7,tis_anchored,0.9332007937894974,-0.037288592937396614
11,150,7,occ_plus_uniform,0.9332007937894974,-0.041188572767613785
11,150,7,occ_plus_mean,0.9332007937894974,-0.06898806924387946
11,150,7,oracle_tail,0.9332007937894974,-0.06015570296688055
11,150,7,complete_rollout,0.9332007937894974,0.022354761766058218
11,150,8,uniform,0.9332007937894974,0.004551857590414099
11,150,8,learned_occupancy,0.9332007937894974,0.014271082639844224
11,150,8,learned_mean,0.9332007937894974,-0.02079448888113733
11,150,8,tis,0.9332007937894974,-0.009164448342795173
11,150,8,tis_anchored,0.9332007937894974,-0.036929927362571946
