index,p_base,loss,policy,budget_per_block,method,replications,truth,mse,mse_se,bias
6,0.12,1,seasonal,150,uniform,300,0.9899564865755756,0.0023390933137215266,0.00018189518479990293,-0.002545919431232926
6,0.12,1,seasonal,150,learned_occupancy,300,0.9899564865755756,0.0026420427352474903,0.00019910754777635804,-0.0018614463841985288
6,0.12,1,seasonal,150,learned_mean,300,0.9899564865755756,0.002385908989978359,0.00018549597481416953,-0.0010775820710872382
6,0.12,1,seasonal,150,tis,300,0.9899564865755756,0.0018021706091840006,0.0001526048993731782,-0.0036700800033839377
6,0.12,1,seasonal,150,tis_anchored,300,0.9899564865755756,0.0021382779358973827,0.00018073159515230185,-0.0025976516221462445
6,0.12,1,seasonal,150,occ_plus_uniform,300,0.9899564865755756,0.002684878356867356,0.00021011005590398324,-0.0022752349868377588
6,0.12,1,seasonal,150,occ_plus_mean,300,0.9899564865755756,0.0024613712387230326,0.00018926888194273638,-0.001428632094072951
6,0.12,1,seasonal,150,oracle_tail,300,0.9899564865755756,0.0014806369139847091,0.0001316114768305174,-0.004063907611025262
6,0.12,1,seasonal,150,complete_rollout,300,0.9899564865755756,0.004477229041911562,0.0003478966786872535,-0.005208222686686591
6,0.12,1,seasonal,600,uniform,300,0.9899564865755756,0.0004723846549233231,3.577052589033869e-05,-0.00015358089116044823
6,0.12,1,seasonal,600,learned_occupancy,300,0.9899564865755756,0.0004929022192038973,3.981877243665533e-05,0.0005476138890761033
6,0.12,1,seasonal,600,learned_mean,300,0.9899564865755756,0.0004393916396864023,3.230499820269149e-05,0.00020864851940599244
6,0.12,1,seasonal,600,tis,300,0.9899564865755756,0.0003374938046535473,2.6965189813720585e-05,0.00033387245706031356
6,0.12,1,seasonal,600,tis_anchored,300,0.9899564865755756,0.0003916780797462585,2.9907833521925075e-05,0.00034038618536407254
6,0.12,1,seasonal,600,occ_plus_uniform,300,0.9899564865755756,0.00048199899529272267,4.123243954846049e-05,9.298001779797115e-05
6,0.12,1,seasonal,600,occ_plus_mean,300,0.9899564865755756,0.00046748290580449307,3.551102505580836e-05,0.00020765260655832433
6,0.12,1,seasonal,600,oracle_tail,300,0.9899564865755756,0.00030193956206427824,2.349668732311922e-05,-0.0004302700599700108
6,0.12,1,seasonal,600,complete_rollout,300,0.9899564865755756,0.001119163863962939,8.141893249192969e-05,0.004677659765887856
6,0.12,1,seasonal,1200,uniform,300,0.9899564865755756,0.0002585595498787069,2.0593804649565142e-05,0.002214368196704742
6,0.12,1,seasonal,1200,learned_occupancy,300,0.9899564865755756,0.00022879220368633268,1.8431238042453035e-05,0.0019455985986340267
6,0.12,1,seasonal,1200,learned_mean,300,0.9899564865755756,0.00022005383781335334,1.742652736506939e-05,0.0016877630585261278
6,0.12,1,seasonal,1200,tis,300,0.9899564865755756,0.00017918621274284213,1.3892560301994119e-05,0.00200294747727058
6,0.12,1,seasonal,1200,tis_anchored,300,0.9899564865755756,0.00019652778740996652,1.5433810287795905e-05,0.0017107361774350552
6,0.12,1,seasonal,1200,occ_plus_uniform,300,0.9899564865755756,0.00024241840752300538,1.911046188470544e-05,0.0022926049018627916
6,0.12,1,seasonal,1200,occ_plus_mean,300,0.9899564865755756,0.00022338574666620504,1.7789129339672245e-05,0.0019803209612695447
6,0.12,1,seasonal,1200,oracle_tail,300,0.9899564865755756,0.00015839513693937174,1.2704791751398102e-05,0.0017090859366899384
6,0.12,1,seasonal,1200,complete_rollout,300,0.9899564865755756,0.0005709196122550209,4.5683086455961906e-05,-0.0010242372530823319
