index,p_base,loss,policy,budget_per_block,method,replications,truth,mse,mse_se,bias
10,0.01,2,plus_one,150,uniform,300,0.9482817783524076,0.002453356608132924,0.00019929436421671398,-0.004208032064839355
10,0.01,2,plus_one,150,learned_occupancy,300,0.9482817783524076,0.002238405481930805,0.00018177187356766905,-0.002782364145522831
10,0.01,2,plus_one,150,learned_mean,300,0.9482817783524076,0.002091531135336729,0.00016478410973932333,-0.003673923259505581
10,0.01,2,plus_one,150,tis,300,0.9482817783524076,0.0016113492673910457,0.0001305600046249717,-0.002545926049804265
10,0.01,2,plus_one,150,tis_anchored,300,0.9482817783524076,0.0017560909722792153,0.00014354431463401899,-0.002184846346329604
10,0.01,2,plus_one,150,occ_plus_uniform,300,0.9482817783524076,0.002429067881555838,0.00019929616071964285,-0.003789002318105822
10,0.01,2,plus_one,150,occ_plus_mean,300,0.9482817783524076,0.0020944073783391026,0.0001714765295093328,-0.0031382804061597736
10,0.01,2,plus_one,150,oracle_tail,300,0.9482817783524076,0.001267902635078371,9.831942481410588e-05,-0.0017397943134132658
10,0.01,2,plus_one,150,complete_rollout,300,0.9482817783524076,0.0038261427458604687,0.0002769642903720308,-0.004855852426481649
10,0.01,2,plus_one,600,uniform,300,0.9482817783524076,0.0006712735895621143,5.531608863448587e-05,0.000895994221146725
10,0.01,2,plus_one,600,learned_occupancy,300,0.9482817783524076,0.0005785074687777125,4.662750239262708e-05,0.00034442505681325303
10,0.01,2,plus_one,600,learned_mean,300,0.9482817783524076,0.0005475096235215708,4.3947683349585344e-05,-7.336325275431155e-05
10,0.01,2,plus_one,600,tis,300,0.9482817783524076,0.0003813121528940058,3.0771966614013645e-05,-0.0005784470498778694
10,0.01,2,plus_one,600,tis_anchored,300,0.9482817783524076,0.00042570620699159214,3.475795949811816e-05,-5.849225567488755e-06
10,0.01,2,plus_one,600,occ_plus_uniform,300,0.9482817783524076,0.0005959725944818635,4.88926301013346e-05,0.00021758853334925666
10,0.01,2,plus_one,600,occ_plus_mean,300,0.9482817783524076,0.0005502569450786927,4.407532460897589e-05,0.00010349928123499034
10,0.01,2,plus_one,600,oracle_tail,300,0.9482817783524076,0.0003026756976766843,2.555518190731344e-05,-0.0006067440056552609
10,0.01,2,plus_one,600,complete_rollout,300,0.9482817783524076,0.0009149234567671547,8.227520370469314e-05,0.0031997031290739155
10,0.01,2,plus_one,1200,uniform,300,0.9482817783524076,0.000295381955842398,2.4651733562292007e-05,3.2048222957085463e-06
10,0.01,2,plus_one,1200,learned_occupancy,300,0.9482817783524076,0.00027868795419327063,2.620481796932294e-05,-0.0003401136507398446
10,0.01,2,plus_one,1200,learned_mean,300,0.9482817783524076,0.00023737761879850605,2.1584013459766235e-05,-0.00047910736469580735
10,0.01,2,plus_one,1200,tis,300,0.9482817783524076,0.00018216696874845238,1.699887777326539e-05,0.0003607205643724461
10,0.01,2,plus_one,1200,tis_anchored,300,0.9482817783524076,0.0002049255872372127,1.767879490713022e-05,-0.00018318505109207443
10,0.01,2,plus_one,1200,occ_plus_uniform,300,0.9482817783524076,0.00028220765766652235,2.683966237116543e-05,-0.0003891198810645228
10,0.01,2,plus_one,1200,occ_plus_mean,300,0.9482817783524076,0.00024196282213063725,2.2577112565051143e-05,-0.00040826117126320673
10,0.01,2,plus_one,1200,oracle_tail,300,0.9482817783524076,0.00016283670059132085,1.4549282379042842e-05,0.00025156518994647693
10,0.01,2,plus_one,1200,complete_rollout,300,0.9482817783524076,0.000567526364866762,4.4325233746282495e-05,0.00035942535129613505
