environment,alpha,budget_per_group,budget_unit,budget_value,total_budget,replication,method,truth,estimate,error,squared_error,pilot_per_group,pilot_total,main_total,exploration,design_constant,mc_ucb_score_range,mc_ucb_beta
cliffwalking_primary,0.1,50.0,per_group,50,7450,11,learned_mean,11.870935383221072,11.411015853761715,-0.45991952945935743,0.21152597357811675,11,1639,5811,0.10763683815158194,184.7748084762095,,
cliffwalking_primary,0.1,50.0,per_group,50,7450,11,oracle_no_cov,11.870935383221072,11.526677716513426,-0.34425766670764624,0.11851334108699284,0,0,7450,0.10763683815158194,109.91956953494487,,
cliffwalking_primary,0.1,50.0,per_group,50,7450,12,uniform,11.870935383221072,12.552030019565516,0.6810946363444437,0.46388990365717,0,0,7450,0.10763683815158194,8104.236782959191,,
cliffwalking_primary,0.1,50.0,per_group,50,7450,12,occupancy,11.870935383221072,11.655490522684685,-0.21544486053638678,0.046416487931543154,0,0,7450,0.10763683815158194,173.6008736373826,,
cliffwalking_primary,0.1,50.0,per_group,50,7450,12,mean_influence,11.870935383221072,11.75600897808803,-0.11492640513304231,0.013208078596804174,0,0,7450,0.10763683815158194,134.13759812034056,,
cliffwalking_primary,0.1,50.0,per_group,50,7450,12,mc_ucb_frozen,11.870935383221072,12.176378665140914,0.3054432819198425,0.09329559846996438,11,1639,5811,0.10763683815158194,9448.96184137419,27.096451663155342,170.72255425131226
cliffwalking_primary,0.1,50.0,per_group,50,7450,12,tis,11.870935383221072,11.892874837235086,0.02193945401401365,0.0004813396424330196,11,1639,5811,0.10763683815158194,147.99054094088297,,
cliffwalking_primary,0.1,50.0,per_group,50,7450,12,oracle_tail,11.870935383221072,11.872934100963986,0.00199871774291438,3.994872615840753e-06,0,0,7450,0.10763683815158194,109.61389189573917,,
cliffwalking_primary,0.1,50.0,per_group,50,7450,12,tail_no_cov,11.870935383221072,11.896134656111771,0.02519927289069912,0.0006350033542199236,11,1639,5811,0.10763683815158194,146.80846633612262,,
cliffwalking_primary,0.1,50.0,per_group,50,7450,12,learned_mean,11.870935383221072,11.681893254149053,-0.18904212907201945,0.03573692656408206,11,1639,5811,0.10763683815158194,169.13979605536397,,
cliffwalking_primary,0.1,50.0,per_group,50,7450,12,oracle_no_cov,11.870935383221072,11.857728293958031,-0.013207089263040928,0.00017442720680193094,0,0,7450,0.10763683815158194,109.91956953494487,,
cliffwalking_primary,0.1,50.0,per_group,50,7450,13,uniform,11.870935383221072,10.827701102510922,-1.0432342807101502,1.0883377644488246,0,0,7450,0.10763683815158194,8104.236782959191,,
cliffwalking_primary,0.1,50.0,per_group,50,7450,13,occupancy,11.870935383221072,11.71323663952919,-0.1576987436918813,0.024868893761997673,0,0,7450,0.10763683815158194,173.6008736373826,,
cliffwalking_primary,0.1,50.0,per_group,50,7450,13,mean_influence,11.870935383221072,11.789313470221275,-0.08162191299979682,0.0066621366817464014,0,0,7450,0.10763683815158194,134.13759812034056,,
cliffwalking_primary,0.1,50.0,per_group,50,7450,13,mc_ucb_frozen,11.870935383221072,12.872833979077685,1.0018985958566127,1.0038007963794522,11,1639,5811,0.10763683815158194,9240.425890610746,21.844179372302957,137.63034895946655
cliffwalking_primary,0.1,50.0,per_group,50,7450,13,tis,11.870935383221072,11.655530578598896,-0.21540480462217637,0.04639922985431798,11,1639,5811,0.10763683815158194,163.90830389615866,,
cliffwalking_primary,0.1,50.0,per_group,50,7450,13,oracle_tail,11.870935383221072,11.815816273967354,-0.055119109253718435,0.003038116204923349,0,0,7450,0.10763683815158194,109.61389189573917,,
