environment,alpha,budget_per_group,budget_unit,budget_value,total_budget,method,replications,truth,mse,mse_se,bias,estimate_sd,mean_design_constant,pilot_fraction
frozenlake_8x8,0.2,100.0,per_group,100,5000,occupancy,300,0.31477689980554246,0.02866693211195442,0.001883913637271078,-0.015676817683590197,0.1688674734158795,167.5711767549011,0.0
frozenlake_8x8,0.2,100.0,per_group,100,5000,oracle_no_cov,300,0.31477689980554246,0.01771793769308185,0.0014308757046735687,-0.03266277114764499,0.1292546722884699,85.02693413151515,0.0
frozenlake_8x8,0.2,100.0,per_group,100,5000,oracle_tail,300,0.31477689980554246,0.01610415316619668,0.0013014809328971446,-0.03002579743414554,0.12350485612420757,80.12308814800316,0.0
frozenlake_8x8,0.2,100.0,per_group,100,5000,tail_no_cov,300,0.31477689980554246,0.034918021306613874,0.00213931733950126,-0.03802405862914824,0.18325975936720365,245.23833023515058,0.24
frozenlake_8x8,0.2,100.0,per_group,100,5000,tis,300,0.31477689980554246,0.03431930947494505,0.0021733899189083725,-0.04155602676650966,0.18083531407623257,235.84787661594368,0.24
frozenlake_8x8,0.2,100.0,per_group,100,5000,uniform,300,0.31477689980554246,0.039875816245884516,0.002260399462746479,-0.026330313814922388,0.19827651417621756,298.21601123867316,0.0
frozenlake_8x8,0.2,200.0,per_group,200,10000,learned_mean,300,0.31477689980554246,0.014542172287926178,0.0011186173560996302,-0.022972723275662195,0.11858034096808115,112.83225205614818,0.19
frozenlake_8x8,0.2,200.0,per_group,200,10000,mc_ucb_frozen,300,0.31477689980554246,0.052492571967002875,0.0024690243890867825,-0.1282388621933803,0.19017866847650156,10448.91399258557,0.19
frozenlake_8x8,0.2,200.0,per_group,200,10000,mean_influence,300,0.31477689980554246,0.009517475448258228,0.0008313898610166401,-0.014081411298171037,0.09669724484862198,78.98592165604066,0.0
frozenlake_8x8,0.2,200.0,per_group,200,10000,occupancy,300,0.31477689980554246,0.021104243932792182,0.0016056073187323732,-0.011801584164921136,0.14503476648360436,171.05645201001704,0.0
frozenlake_8x8,0.2,200.0,per_group,200,10000,oracle_no_cov,300,0.31477689980554246,0.009970072111126011,0.0008345345156696841,-0.010366025323387564,0.09947664536646503,83.66930261382116,0.0
frozenlake_8x8,0.2,200.0,per_group,200,10000,oracle_tail,300,0.31477689980554246,0.009517475448258228,0.0008313898610166401,-0.014081411298171037,0.09669724484862198,78.98592165604066,0.0
frozenlake_8x8,0.2,200.0,per_group,200,10000,tail_no_cov,300,0.31477689980554246,0.021353610017774572,0.0015931229485842283,-0.034404896127495935,0.14225811415771622,207.83073871494756,0.19
frozenlake_8x8,0.2,200.0,per_group,200,10000,tis,300,0.31477689980554246,0.02133295989417259,0.0015663454737709567,-0.03500766951532768,0.14203757205588227,200.9844398159091,0.19
frozenlake_8x8,0.2,200.0,per_group,200,10000,uniform,300,0.31477689980554246,0.028029465456870614,0.0017725507780709771,-0.01772768094541794,0.1667569721010663,298.21601123867316,0.0
frozenlake_8x8,0.2,400.0,per_group,400,20000,learned_mean,300,0.31477689980554246,0.00576784606220469,0.0005101678393593238,-0.012737283502915671,0.07499570336302,100.70824172466091,0.1475
frozenlake_8x8,0.2,400.0,per_group,400,20000,mc_ucb_frozen,300,0.31477689980554246,0.037201655345898185,0.0023753963965806118,-0.09422214658311909,0.16857808579171274,15125.991781651588,0.1475
frozenlake_8x8,0.2,400.0,per_group,400,20000,mean_influence,300,0.31477689980554246,0.00455299184351639,0.0004069858262296372,-0.0103015463293934,0.06679627580645339,78.22295510494631,0.0
frozenlake_8x8,0.2,400.0,per_group,400,20000,occupancy,300,0.31477689980554246,0.008523787630288115,0.0007696014758234293,-0.006987179456528865,0.0922134010033922,174.6592706265068,0.0
frozenlake_8x8,0.2,400.0,per_group,400,20000,oracle_no_cov,300,0.31477689980554246,0.004753281539514166,0.00039518164604465233,-0.012102542256576816,0.06798689139665975,82.6746161928149,0.0
frozenlake_8x8,0.2,400.0,per_group,400,20000,oracle_tail,300,0.31477689980554246,0.00455299184351639,0.0004069858262296372,-0.0103015463293934,0.06679627580645339,78.22295510494631,0.0
frozenlake_8x8,0.2,400.0,per_group,400,20000,tail_no_cov,300,0.31477689980554246,0.008205538615877934,0.0008264464140647481,-0.01332567157929348,0.08974861823125826,168.47357194064946,0.1475
frozenlake_8x8,0.2,400.0,per_group,400,20000,tis,300,0.31477689980554246,0.007910750258702871,0.0007895072083702011,-0.013298406272930573,0.08808954844049958,162.67491654484226,0.1475
frozenlake_8x8,0.2,400.0,per_group,400,20000,uniform,300,0.31477689980554246,0.014636306094984135,0.0011912993146745694,-0.014703044670841674,0.12028447289845672,298.21601123867316,0.0
rainy_taxi,0.1,50.0,per_group,50,1850,learned_mean,300,9.054140852356056,0.0042085711131293795,0.0005164310337350954,-0.022741730713876893,0.060858282639420745,5.454749921195741,0.34
rainy_taxi,0.1,50.0,per_group,50,1850,mc_ucb_frozen,300,9.054140852356056,0.005762212265428211,0.0005838266343244775,-0.030021504810503183,0.06983680102160261,7.986512022014584,0.34
rainy_taxi,0.1,50.0,per_group,50,1850,mean_influence,300,9.054140852356056,0.0012946611140899455,0.00011609915514632004,-0.008841544625881093,0.03493646698130218,2.551871211136561,0.0
rainy_taxi,0.1,50.0,per_group,50,1850,occupancy,300,9.054140852356056,0.0019498422437957098,0.0001619489482765138,-0.010141193776402565,0.043048527092898976,3.429243044914323,0.0
rainy_taxi,0.1,50.0,per_group,50,1850,oracle_no_cov,300,9.054140852356056,0.0013940038268771408,0.00013261971926999437,-0.00890886226500884,0.036318490826850756,2.5967199119668547,0.0
rainy_taxi,0.1,50.0,per_group,50,1850,oracle_tail,300,9.054140852356056,0.0012661805217352943,0.00011136234651349503,-0.00839441000047803,0.03463687987252191,2.4868543466782174,0.0
rainy_taxi,0.1,50.0,per_group,50,1850,tail_no_cov,300,9.054140852356056,0.004810894708145303,0.0007062763298484729,-0.024163337727395127,0.06512422770981482,5.816544658903459,0.34
