horizon,alpha,budget_per_shared_group,panel_index,method,replications,mse,mse_se,bias,normalized_to_uniform
6,0.1,100,0,complete_rollout,300,1.0862804571131066e-19,0.0,3.2958769047297665e-10,0.00010862804571131065
6,0.1,100,0,learned_mean,300,1.086277529788338e-19,3.731038666608829e-28,3.295872463837668e-10,0.00010862775297883379
6,0.1,100,0,learned_occupancy,300,1.086277529788338e-19,3.731038666608829e-28,3.295872463837668e-10,0.00010862775297883379
6,0.1,100,0,occ_plus_mean,300,1.086277529788338e-19,3.731038666608829e-28,3.295872463837668e-10,0.00010862775297883379
6,0.1,100,0,occ_plus_uniform,300,1.0862775200305985e-19,7.8595726535895515e-28,3.2958724490346945e-10,0.00010862775200305984
6,0.1,100,0,oracle_tail,300,1.0862773004816995e-19,6.611417361627746e-27,3.295872115967787e-10,0.00010862773004816994
6,0.1,100,0,tis,300,1.086277529788338e-19,3.731038666608829e-28,3.295872463837668e-10,0.00010862775297883379
6,0.1,100,0,tis_anchored,300,1.086277529788338e-19,3.731038666608829e-28,3.295872463837668e-10,0.00010862775297883379
6,0.1,100,0,uniform,300,1.086277319996945e-19,3.0525620026957508e-27,3.2958721455737343e-10,0.00010862773199969448
6,0.1,100,1,complete_rollout,300,0.004388155794660718,0.0003740143684276641,0.004454657672030028,0.11873514396866795
6,0.1,100,1,learned_mean,300,0.021748437970990454,0.0029666605889707588,0.004317679162419771,0.5884713383971487
6,0.1,100,1,learned_occupancy,300,0.008888970082341317,0.0007735093583348038,-0.003435740400307692,0.24051861233919164
6,0.1,100,1,occ_plus_mean,300,0.008723115768149676,0.0009138975668726197,-0.001012460338465644,0.23603091026231224
6,0.1,100,1,occ_plus_uniform,300,0.008942005962297354,0.0007427371027056954,0.00018011092945952417,0.24195366230932877
6,0.1,100,1,oracle_tail,300,0.0018474565090867946,0.00016526199422443538,0.003145348986591842,0.049988656931729
6,0.1,100,1,tis,300,0.02843166371588226,0.0037657340476979296,0.018852957142630005,0.7693067070867399
6,0.1,100,1,tis_anchored,300,0.007986030379416002,0.000884996421157033,-0.001619693822759786,0.21608678251393518
6,0.1,100,1,uniform,300,0.03695751441391836,0.003292339462240146,0.026586771388030873,1.0
6,0.1,100,2,complete_rollout,300,0.0013518605684325923,0.000113629742966084,0.0032764956956874485,0.0697601814108541
6,0.1,100,2,learned_mean,300,0.022704917477616517,0.002821790650187463,0.007928333884929589,1.1716438803991773
6,0.1,100,2,learned_occupancy,300,0.0017824150277911729,0.00015519528055363393,0.004072092110311054,0.09197812155458605
6,0.1,100,2,occ_plus_mean,300,0.0016844483905293713,0.00016801564090058768,0.00386024987084717,0.08692274043971378
6,0.1,100,2,occ_plus_uniform,300,0.0030510106987524798,0.0002310125606754419,0.0037988264648645517,0.15744157703941677
6,0.1,100,2,oracle_tail,300,0.0003058435100530418,2.6010830430485018e-05,0.0005228942030682996,0.015782469910613738
6,0.1,100,2,tis,300,0.010720176820581155,0.0012576188065472158,0.004848374129260866,0.5531942400148969
6,0.1,100,2,tis_anchored,300,0.0016544147947354754,0.00016721267734486623,0.0034337953720838467,0.08537291411891826
6,0.1,100,2,uniform,300,0.019378684818360494,0.0014224544079040047,0.0034059082253786836,1.0
6,0.1,100,3,complete_rollout,300,1.0771073056929796e-07,6.106746098814382e-08,4.514148467720247e-06,77.67069445111929
6,0.1,100,3,learned_mean,300,2.2229836032540172e-08,7.869890600379392e-09,8.893183496018567e-06,16.030035197570783
6,0.1,100,3,learned_occupancy,300,7.30281377419854e-08,7.124698211288438e-08,1.7760074579871907e-05,52.660920067223074
6,0.1,100,3,occ_plus_mean,300,3.301251516327261e-08,1.3864515834391751e-08,9.373906738046797e-06,23.805473834938095
6,0.1,100,3,occ_plus_uniform,300,2.503201840378027e-07,2.4858853971653e-07,7.278685086473668e-06,180.50701565745445
6,0.1,100,3,oracle_tail,300,1.5753382847078804e-08,5.035828564162639e-09,1.557332070217058e-05,11.359835544887964
6,0.1,100,3,tis,300,1.4251605072232453e-09,4.512868675124288e-11,3.658545734903281e-05,1.0276896806407054
6,0.1,100,3,tis_anchored,300,2.5032000861024416e-07,2.4858854030067174e-07,7.277078917822255e-06,180.5068891558494
6,0.1,100,3,uniform,300,1.3867615235123698e-09,1.235878589384081e-11,3.6699230568662716e-05,1.0
6,0.1,100,4,complete_rollout,300,8.995088522757496e-05,8.10791178592269e-06,-0.00035382087576631084,0.06121539918714506
6,0.1,100,4,learned_mean,300,5.8598683014844305e-05,1.4341793010079804e-05,-0.0005483189705052172,0.03987889350415211
6,0.1,100,4,learned_occupancy,300,7.519423428903541e-05,8.041699507600023e-06,-0.0008141471050006184,0.051172871250008814
6,0.1,100,4,occ_plus_mean,300,4.978070174107073e-05,4.3403367988811875e-06,-0.0005345234564695282,0.033877882593218445
6,0.1,100,4,occ_plus_uniform,300,0.0001516385643403179,2.0382329477455483e-05,-0.0009814920285317267,0.10319648577969193
6,0.1,100,4,oracle_tail,300,2.369337764069334e-05,2.0312341106263885e-06,-9.964025773132452e-05,0.01612435015728107
6,0.1,100,4,tis,300,0.00017311520028992478,9.116692857831736e-05,-0.0011178439021887635,0.117812249032338
6,0.1,100,4,tis_anchored,300,3.504040348451354e-05,3.0946867955816633e-06,-0.0005339840504184301,0.02384648335095605
6,0.1,100,4,uniform,300,0.0014694159708504232,0.00022299189245863162,-0.0032261524367856224,1.0
6,0.1,100,5,complete_rollout,300,0.0001874166172962228,1.3986459825748925e-05,-0.0005275311548840556,0.18516668117687204
6,0.1,100,5,learned_mean,300,0.00012126580681795094,1.1595715783875063e-05,-0.0005525925454786895,0.11981001104734071
6,0.1,100,5,learned_occupancy,300,0.00020818373320814496,1.745980575920985e-05,-0.00031243601120539623,0.20568448790341326
