t,budget_per_kernel,replication,method,truth,error
0.0,400,234,learned_occupancy,0.3,0.005462653288740238
0.0,400,234,learned_mean,0.3,0.005426877558811938
0.0,400,234,tis,0.3,0.010644672337994932
0.0,400,234,tis_anchored,0.3,0.005678329247100877
0.0,400,234,oracle_tail,0.3,-0.003333333333333355
0.0,400,234,complete_rollout,0.3,-0.004166666666666707
0.0,400,235,uniform,0.3,0.0016666666666666496
0.0,400,235,learned_occupancy,0.3,0.0010033444816053283
0.0,400,235,learned_mean,0.3,-0.00019417247062331056
0.0,400,235,tis,0.3,0.012572406711289674
0.0,400,235,tis_anchored,0.3,0.011103078281702317
0.0,400,235,oracle_tail,0.3,0.0016666666666666496
0.0,400,235,complete_rollout,0.3,0.0
0.0,400,236,uniform,0.3,-0.006666666666666654
0.0,400,236,learned_occupancy,0.3,-0.00680044593088075
0.0,400,236,learned_mean,0.3,-0.005218917601315265
0.0,400,236,tis,0.3,-0.000270919585087126
0.0,400,236,tis_anchored,0.3,-0.0030606502637873234
0.0,400,236,oracle_tail,0.3,-0.006666666666666654
0.0,400,236,complete_rollout,0.3,0.0016666666666666496
0.0,400,237,uniform,0.3,0.010000000000000009
0.0,400,237,learned_occupancy,0.3,0.013266443701226316
0.0,400,237,learned_mean,0.3,0.012853402021392346
0.0,400,237,tis,0.3,0.02252414746928605
0.0,400,237,tis_anchored,0.3,0.013496688127159762
0.0,400,237,oracle_tail,0.3,0.010000000000000009
0.0,400,237,complete_rollout,0.3,0.004999999999999949
0.0,400,238,uniform,0.3,-0.0016666666666666496
0.0,400,238,learned_occupancy,0.3,0.0010033444816053283
0.0,400,238,learned_mean,0.3,0.002071278565152823
0.0,400,238,tis,0.3,0.00031821242188417864
0.0,400,238,tis_anchored,0.3,0.004361665831238093
0.0,400,238,oracle_tail,0.3,-0.0016666666666666496
0.0,400,238,complete_rollout,0.3,-0.0050000000000000044
0.0,400,239,uniform,0.3,0.006666666666666654
0.0,400,239,learned_occupancy,0.3,0.006577480490523979
0.0,400,239,learned_mean,0.3,0.006544430838941684
0.0,400,239,tis,0.3,0.011178861788617878
0.0,400,239,tis_anchored,0.3,0.01031525069022543
0.0,400,239,oracle_tail,0.3,0.006666666666666654
0.0,400,239,complete_rollout,0.3,-0.005833333333333357
0.0,400,240,uniform,0.3,0.0050000000000000044
0.0,400,240,learned_occupancy,0.3,0.005462653288740238
0.0,400,240,learned_mean,0.3,0.004397690631293583
0.0,400,240,tis,0.3,0.007866027997125491
0.0,400,240,tis_anchored,0.3,0.0036860214887783904
0.0,400,240,oracle_tail,0.3,0.0050000000000000044
0.0,400,240,complete_rollout,0.3,0.0008333333333332971
0.0,400,241,uniform,0.3,-0.004166666666666652
0.0,400,241,learned_occupancy,0.3,-0.004570791527313267
0.0,400,241,learned_mean,0.3,-0.004693689606704243
0.0,400,241,tis,0.3,-6.504695489256695e-05
0.0,400,241,tis_anchored,0.3,-0.0026779297814327196
0.0,400,241,oracle_tail,0.3,-0.004166666666666652
0.0,400,241,complete_rollout,0.3,-0.0016666666666667052
0.0,400,242,uniform,0.3,-0.005833333333333357
0.0,400,242,learned_occupancy,0.3,-0.0034559643255295813
0.0,400,242,learned_mean,0.3,-0.004004146271267051
0.0,400,242,tis,0.3,0.002129518783073492
0.0,400,242,tis_anchored,0.3,-0.004797128735290146
0.0,400,242,oracle_tail,0.3,-0.005833333333333357
0.0,400,242,complete_rollout,0.3,0.004999999999999949
0.0,400,243,uniform,0.3,-0.004166666666666652
0.0,400,243,learned_occupancy,0.3,-0.00680044593088075
0.0,400,243,learned_mean,0.3,-0.007882328852420295
0.0,400,243,tis,0.3,-0.0088983480202246
0.0,400,243,tis_anchored,0.3,-0.008191952836467176
0.0,400,243,oracle_tail,0.3,-0.004166666666666652
0.0,400,243,complete_rollout,0.3,0.0016666666666666496
0.0,400,244,uniform,0.3,-0.0016666666666666496
0.0,400,244,learned_occupancy,0.3,-0.00234113712374584
0.0,400,244,learned_mean,0.3,-0.0035193416847627
0.0,400,244,tis,0.3,-0.005705969632892216
0.0,400,244,tis_anchored,0.3,-0.006011485321830157
0.0,400,244,oracle_tail,0.3,-0.0016666666666666496
0.0,400,244,complete_rollout,0.3,-0.004166666666666707
0.0,400,245,uniform,0.3,-0.011666666666666659
0.0,400,245,learned_occupancy,0.3,-0.010144927536231918
0.0,400,245,learned_mean,0.3,-0.010187145887674998
0.0,400,245,tis,0.3,-0.031011127237542346
0.0,400,245,tis_anchored,0.3,-0.00512820512820511
0.0,400,245,oracle_tail,0.3,-0.011666666666666659
0.0,400,245,complete_rollout,0.3,-0.003333333333333355
0.0,400,246,uniform,0.3,0.009166666666666656
0.0,400,246,learned_occupancy,0.3,0.008807134894091406
0.0,400,246,learned_mean,0.3,0.008978036730762418
0.0,400,246,tis,0.3,0.00770970814911609
0.0,400,246,tis_anchored,0.3,0.011976954925425998
0.0,400,246,oracle_tail,0.3,0.009166666666666656
0.0,400,246,complete_rollout,0.3,0.004166666666666652
0.0,400,247,uniform,0.3,-0.00833333333333336
0.0,400,247,learned_occupancy,0.3,-0.007915273132664435
0.0,400,247,learned_mean,0.3,-0.009572304161365008
0.0,400,247,tis,0.3,0.0010167141799219404
0.0,400,247,tis_anchored,0.3,-0.012444812817007878
0.0,400,247,oracle_tail,0.3,-0.00833333333333336
0.0,400,247,complete_rollout,0.3,-0.0016666666666667052
0.0,400,248,uniform,0.3,0.0058333333333333015
0.0,400,248,learned_occupancy,0.3,0.005462653288740238
0.0,400,248,learned_mean,0.3,0.0056733931540671745
0.0,400,248,tis,0.3,0.010299416830292452
0.0,400,248,tis_anchored,0.3,0.0010955832742939875
0.0,400,248,oracle_tail,0.3,0.0058333333333333015
0.0,400,248,complete_rollout,0.3,-0.0016666666666667052
0.0,400,249,uniform,0.3,-0.0025000000000000022
0.0,400,249,learned_occupancy,0.3,-0.003455964325529526
0.0,400,249,learned_mean,0.3,-0.0034300105674059944
0.0,400,249,tis,0.3,0.004794663331248672
0.0,400,249,tis_anchored,0.3,-0.00015338430161093708
0.0,400,249,oracle_tail,0.3,-0.0025000000000000022
0.0,400,249,complete_rollout,0.3,-0.013333333333333364
0.0,400,250,uniform,0.3,0.0025000000000000022
0.0,400,250,learned_occupancy,0.3,0.007692307692307665
0.0,400,250,learned_mean,0.3,0.006611801439761478
0.0,400,250,tis,0.3,0.0028083028083027983
0.0,400,250,tis_anchored,0.3,0.00625675802478759
0.0,400,250,oracle_tail,0.3,0.0025000000000000022
0.0,400,250,complete_rollout,0.3,0.007499999999999951
0.0,400,251,uniform,0.3,0.0025000000000000022
0.0,400,251,learned_occupancy,0.3,0.007692307692307665
0.0,400,251,learned_mean,0.3,0.008854234223699964
0.0,400,251,tis,0.3,-0.0036400851708407456
0.0,400,251,tis_anchored,0.3,0.002902420882619383
0.0,400,251,oracle_tail,0.3,0.0025000000000000022
0.0,400,251,complete_rollout,0.3,0.008333333333333304
0.0,400,252,uniform,0.3,-0.003333333333333355
0.0,400,252,learned_occupancy,0.3,-0.00234113712374584
0.0,400,252,learned_mean,0.3,-0.002312356239451252
0.0,400,252,tis,0.3,-0.009659040618613113
0.0,400,252,tis_anchored,0.3,-0.006659886558042505
0.0,400,252,oracle_tail,0.3,-0.003333333333333355
0.0,400,252,complete_rollout,0.3,0.0016666666666666496
0.0,400,253,uniform,0.3,0.0016666666666666496
0.0,400,253,learned_occupancy,0.3,-0.0012263099219620988
0.0,400,253,learned_mean,0.3,-0.0011872454690887713
0.0,400,253,tis,0.3,0.019876208129220196
0.0,400,253,tis_anchored,0.3,0.0019496963941408318
0.0,400,253,oracle_tail,0.3,0.0016666666666666496
0.0,400,253,complete_rollout,0.3,-0.0016666666666667052
0.0,400,254,uniform,0.3,-0.0008333333333333526
0.0,400,254,learned_occupancy,0.3,0.0010033444816053283
0.0,400,254,learned_mean,0.3,0.0011972857199435416
0.0,400,254,tis,0.3,-0.010169491525423735
0.0,400,254,tis_anchored,0.3,-0.004196096184936382
0.0,400,254,oracle_tail,0.3,-0.0008333333333333526
0.0,400,254,complete_rollout,0.3,-0.0050000000000000044
0.0,400,255,uniform,0.3,0.004166666666666652
0.0,400,255,learned_occupancy,0.3,0.005462653288740238
0.0,400,255,learned_mean,0.3,0.004383962394685859
0.0,400,255,tis,0.3,0.008258015709642519
0.0,400,255,tis_anchored,0.3,0.0010236041769819404
0.0,400,255,oracle_tail,0.3,0.004166666666666652
0.0,400,255,complete_rollout,0.3,0.0025000000000000022
0.0,400,256,uniform,0.3,0.005833333333333357
0.0,400,256,learned_occupancy,0.3,0.008807134894091406
0.0,400,256,learned_mean,0.3,0.009048496281415963
0.0,400,256,tis,0.3,0.018517980690311464
0.0,400,256,tis_anchored,0.3,0.012890959343570263
0.0,400,256,oracle_tail,0.3,0.005833333333333357
0.0,400,256,complete_rollout,0.3,0.0016666666666666496
0.0,400,257,uniform,0.3,0.0008333333333333526
0.0,400,257,learned_occupancy,0.3,-0.0034559643255295813
0.0,400,257,learned_mean,0.3,-0.0035181687209500656
0.0,400,257,tis,0.3,0.0065299714707731105
0.0,400,257,tis_anchored,0.3,0.0005331395079880008
0.0,400,257,oracle_tail,0.3,0.0008333333333333526
0.0,400,257,complete_rollout,0.3,0.009999999999999953
0.0,400,258,uniform,0.3,0.0025000000000000022
0.0,400,258,learned_occupancy,0.3,0.003232998885172811
0.0,400,258,learned_mean,0.3,0.0022185311533081675
0.0,400,258,tis,0.3,0.013368142039199782
0.0,400,258,tis_anchored,0.3,0.004567353531072793
0.0,400,258,oracle_tail,0.3,0.0025000000000000022
0.0,400,258,complete_rollout,0.3,0.004999999999999949
0.0,400,259,uniform,0.3,-0.0058333333333333015
0.0,400,259,learned_occupancy,0.3,-0.005685618729097008
0.0,400,259,learned_mean,0.3,-0.00545528529155076
0.0,400,259,tis,0.3,0.0004445831689124935
0.0,400,259,tis_anchored,0.3,-0.005936112616781952
0.0,400,259,oracle_tail,0.3,-0.0058333333333333015
0.0,400,259,complete_rollout,0.3,-0.009166666666666712
0.0,400,260,uniform,0.3,0.0
0.0,400,260,learned_occupancy,0.3,-0.00011148272017835748
0.0,400,260,learned_mean,0.3,0.001956945830708212
0.0,400,260,tis,0.3,0.011516099055656037
0.0,400,260,tis_anchored,0.3,-0.005488591528810538
0.0,400,260,oracle_tail,0.3,0.0
0.0,400,260,complete_rollout,0.3,-0.0008333333333333526
0.0,400,261,uniform,0.3,0.004166666666666652
0.0,400,261,learned_occupancy,0.3,0.003232998885172811
0.0,400,261,learned_mean,0.3,0.0020776468465860676
0.0,400,261,tis,0.3,0.0030108780108780153
0.0,400,261,tis_anchored,0.3,0.007782240710675514
0.0,400,261,oracle_tail,0.3,0.004166666666666652
0.0,400,261,complete_rollout,0.3,0.004999999999999949
0.0,400,262,uniform,0.3,0.0050000000000000044
0.0,400,262,learned_occupancy,0.3,0.007692307692307665
0.0,400,262,learned_mean,0.3,0.006418872077939897
0.0,400,262,tis,0.3,0.00685552586913496
0.0,400,262,tis_anchored,0.3,0.002031478655413921
0.0,400,262,oracle_tail,0.3,0.0050000000000000044
0.0,400,262,complete_rollout,0.3,0.0025000000000000022
0.0,400,263,uniform,0.3,0.0016666666666666496
0.0,400,263,learned_occupancy,0.3,0.005462653288740238
0.0,400,263,learned_mean,0.3,0.005652513540592596
0.0,400,263,tis,0.3,0.014165294269733564
0.0,400,263,tis_anchored,0.3,0.006199845668954707
0.0,400,263,oracle_tail,0.3,0.0016666666666666496
0.0,400,263,complete_rollout,0.3,-0.0025000000000000022
0.0,400,264,uniform,0.3,0.003333333333333355
0.0,400,264,learned_occupancy,0.3,0.005462653288740238
0.0,400,264,learned_mean,0.3,0.005465482486676498
0.0,400,264,tis,0.3,-0.016285037458383667
0.0,400,264,tis_anchored,0.3,0.001339234143499568
0.0,400,264,oracle_tail,0.3,0.003333333333333355
0.0,400,264,complete_rollout,0.3,-0.004166666666666707
0.0,400,265,uniform,0.3,-0.0025000000000000022
0.0,400,265,learned_occupancy,0.3,-0.0012263099219620988
0.0,400,265,learned_mean,0.3,-0.00016191454618502688
0.0,400,265,tis,0.3,0.00808984297356391
0.0,400,265,tis_anchored,0.3,0.0015958400573785059
0.0,400,265,oracle_tail,0.3,-0.0025000000000000022
0.0,400,265,complete_rollout,0.3,0.0016666666666666496
0.0,400,266,uniform,0.3,0.006666666666666654
0.0,400,266,learned_occupancy,0.3,0.009921962095875148
0.0,400,266,learned_mean,0.3,0.009764873597210899
0.0,400,266,tis,0.3,0.0069025102081197165
0.0,400,266,tis_anchored,0.3,0.008842166745490931
0.0,400,266,oracle_tail,0.3,0.006666666666666654
0.0,400,266,complete_rollout,0.3,0.0025000000000000022
0.0,400,267,uniform,0.3,-0.00833333333333336
0.0,400,267,learned_occupancy,0.3,-0.0034559643255295813
0.0,400,267,learned_mean,0.3,-0.004742457128472988
0.0,400,267,tis,0.3,-0.009113229531671985
0.0,400,267,tis_anchored,0.3,-0.005649821078161421
0.0,400,267,oracle_tail,0.3,-0.00833333333333336
0.0,400,267,complete_rollout,0.3,0.009999999999999953
0.0,400,268,uniform,0.3,-0.004166666666666652
0.0,400,268,learned_occupancy,0.3,-0.005685618729097008
0.0,400,268,learned_mean,0.3,-0.005523982328758892
0.0,400,268,tis,0.3,0.00968063319864948
0.0,400,268,tis_anchored,0.3,-0.009109065382499226
0.0,400,268,oracle_tail,0.3,-0.004166666666666652
0.0,400,268,complete_rollout,0.3,0.0033333333333332993
0.0,400,269,uniform,0.3,0.003333333333333355
0.0,400,269,learned_occupancy,0.3,0.009921962095875148
0.0,400,269,learned_mean,0.3,0.009539878634176158
0.0,400,269,tis,0.3,0.01487916628135505
0.0,400,269,tis_anchored,0.3,0.0128902997403047
0.0,400,269,oracle_tail,0.3,0.003333333333333355
0.0,400,269,complete_rollout,0.3,0.004999999999999949
0.0,400,270,uniform,0.3,-0.0025000000000000022
0.0,400,270,learned_occupancy,0.3,-0.00234113712374584
0.0,400,270,learned_mean,0.3,-0.002419142393694451
0.0,400,270,tis,0.3,0.0019993882875068425
0.0,400,270,tis_anchored,0.3,-0.0003491752696118122
0.0,400,270,oracle_tail,0.3,-0.0025000000000000022
0.0,400,270,complete_rollout,0.3,0.0016666666666666496
0.0,400,271,uniform,0.3,0.0025000000000000022
0.0,400,271,learned_occupancy,0.3,0.003232998885172811
0.0,400,271,learned_mean,0.3,0.0021208732845661715
0.0,400,271,tis,0.3,0.010908243057862366
0.0,400,271,tis_anchored,0.3,0.00603643973365714
0.0,400,271,oracle_tail,0.3,0.0025000000000000022
0.0,400,271,complete_rollout,0.3,-0.007500000000000007
0.0,400,272,uniform,0.3,-0.00833333333333336
0.0,400,272,learned_occupancy,0.3,-0.00680044593088075
0.0,400,272,learned_mean,0.3,-0.006875096111989276
0.0,400,272,tis,0.3,-0.024784525212417474
0.0,400,272,tis_anchored,0.3,-0.0061633727976854735
0.0,400,272,oracle_tail,0.3,-0.00833333333333336
0.0,400,272,complete_rollout,0.3,-0.00833333333333336
0.0,400,273,uniform,0.3,0.0050000000000000044
0.0,400,273,learned_occupancy,0.3,0.005462653288740238
0.0,400,273,learned_mean,0.3,0.004521794131825185
0.0,400,273,tis,0.3,0.005168877234766056
0.0,400,273,tis_anchored,0.3,0.01265595953826909
0.0,400,273,oracle_tail,0.3,0.0050000000000000044
0.0,400,273,complete_rollout,0.3,-0.015000000000000013
0.0,400,274,uniform,0.3,-0.010833333333333361
0.0,400,274,learned_occupancy,0.3,-0.005685618729097008
0.0,400,274,learned_mean,0.3,-0.007798477821231553
0.0,400,274,tis,0.3,-0.012629285781592836
0.0,400,274,tis_anchored,0.3,-0.007351946499380535
0.0,400,274,oracle_tail,0.3,-0.010833333333333361
0.0,400,274,complete_rollout,0.3,0.008333333333333304
0.0,400,275,uniform,0.3,-0.0025000000000000022
0.0,400,275,learned_occupancy,0.3,-0.004570791527313267
0.0,400,275,learned_mean,0.3,-0.001794714942997211
0.0,400,275,tis,0.3,-0.0009662713939782019
0.0,400,275,tis_anchored,0.3,-0.0036068857762299733
0.0,400,275,oracle_tail,0.3,-0.0025000000000000022
0.0,400,275,complete_rollout,0.3,-0.0016666666666667052
0.0,400,276,uniform,0.3,-0.007500000000000007
0.0,400,276,learned_occupancy,0.3,-0.00680044593088075
0.0,400,276,learned_mean,0.3,-0.008723961005532355
0.0,400,276,tis,0.3,-0.0026642000046589454
0.0,400,276,tis_anchored,0.3,-0.0015074598540505968
0.0,400,276,oracle_tail,0.3,-0.007500000000000007
0.0,400,276,complete_rollout,0.3,0.0008333333333332971
0.0,400,277,uniform,0.3,0.00833333333333336
0.0,400,277,learned_occupancy,0.3,0.008807134894091406
0.0,400,277,learned_mean,0.3,0.007591086676164649
0.0,400,277,tis,0.3,0.014096041234191281
0.0,400,277,tis_anchored,0.3,0.008236237627762988
0.0,400,277,oracle_tail,0.3,0.00833333333333336
0.0,400,277,complete_rollout,0.3,-0.003333333333333355
0.0,400,278,uniform,0.3,0.004166666666666652
0.0,400,278,learned_occupancy,0.3,0.003232998885172811
0.0,400,278,learned_mean,0.3,0.0031727589962682323
0.0,400,278,tis,0.3,-0.020395112558254935
0.0,400,278,tis_anchored,0.3,-0.0030331964072201623
0.0,400,278,oracle_tail,0.3,0.004166666666666652
0.0,400,278,complete_rollout,0.3,0.007499999999999951
0.0,400,279,uniform,0.3,-0.0008333333333333526
0.0,400,279,learned_occupancy,0.3,-0.0012263099219620988
0.0,400,279,learned_mean,0.3,-0.0026539777824444166
0.0,400,279,tis,0.3,0.007376426638655231
0.0,400,279,tis_anchored,0.3,0.002948231430548509
0.0,400,279,oracle_tail,0.3,-0.0008333333333333526
0.0,400,279,complete_rollout,0.3,-0.005833333333333357
0.0,400,280,uniform,0.3,-0.0016666666666666496
0.0,400,280,learned_occupancy,0.3,0.003232998885172811
0.0,400,280,learned_mean,0.3,0.0034964517389847183
0.0,400,280,tis,0.3,0.005725694835671868
0.0,400,280,tis_anchored,0.3,0.00026013202423336157
0.0,400,280,oracle_tail,0.3,-0.0016666666666666496
0.0,400,280,complete_rollout,0.3,0.006666666666666654
0.0,400,281,uniform,0.3,-0.005833333333333357
0.0,400,281,learned_occupancy,0.3,-0.007915273132664435
0.0,400,281,learned_mean,0.3,-0.008503036505156047
0.0,400,281,tis,0.3,-0.005832314116535564
0.0,400,281,tis_anchored,0.3,-0.008083133250139263
0.0,400,281,oracle_tail,0.3,-0.005833333333333357
0.0,400,281,complete_rollout,0.3,0.009166666666666656
0.0,400,282,uniform,0.3,0.008333333333333304
0.0,400,282,learned_occupancy,0.3,0.005462653288740238
0.0,400,282,learned_mean,0.3,0.005446702472591991
0.0,400,282,tis,0.3,0.011555005467784318
0.0,400,282,tis_anchored,0.3,0.012506639750887782
0.0,400,282,oracle_tail,0.3,0.008333333333333304
0.0,400,282,complete_rollout,0.3,0.0016666666666666496
0.0,400,283,uniform,0.3,0.0016666666666666496
0.0,400,283,learned_occupancy,0.3,0.006577480490523979
0.0,400,283,learned_mean,0.3,0.006708164848511278
0.0,400,283,tis,0.3,0.002630110427648047
0.0,400,283,tis_anchored,0.3,-0.0005332337706842605
0.0,400,283,oracle_tail,0.3,0.0016666666666666496
0.0,400,283,complete_rollout,0.3,-0.0025000000000000022
0.0,400,284,uniform,0.3,-0.0008333333333333526
0.0,400,284,learned_occupancy,0.3,0.003232998885172811
0.0,400,284,learned_mean,0.3,0.0030964607509721964
0.0,400,284,tis,0.3,-0.021725303120651962
0.0,400,284,tis_anchored,0.3,-0.002707548861395015
0.0,400,284,oracle_tail,0.3,-0.0008333333333333526
0.0,400,284,complete_rollout,0.3,0.0008333333333332971
0.0,400,285,uniform,0.3,0.0
0.0,400,285,learned_occupancy,0.3,-0.004570791527313267
0.0,400,285,learned_mean,0.3,-0.005749261906316749
0.0,400,285,tis,0.3,-0.01390831390831393
0.0,400,285,tis_anchored,0.3,-0.008461501999027732
0.0,400,285,oracle_tail,0.3,0.0
0.0,400,285,complete_rollout,0.3,-0.004166666666666707
0.0,400,286,uniform,0.3,0.0008333333333333526
0.0,400,286,learned_occupancy,0.3,0.0021181716833890696
0.0,400,286,learned_mean,0.3,0.0017649308558401189
0.0,400,286,tis,0.3,0.007855137328419415
0.0,400,286,tis_anchored,0.3,-0.00029440680276815456
0.0,400,286,oracle_tail,0.3,0.0008333333333333526
0.0,400,286,complete_rollout,0.3,-0.0050000000000000044
0.0,400,287,uniform,0.3,-0.0025000000000000022
0.0,400,287,learned_occupancy,0.3,-0.0012263099219620988
0.0,400,287,learned_mean,0.3,-0.0004403640132112918
0.0,400,287,tis,0.3,-0.003284683233939323
0.0,400,287,tis_anchored,0.3,0.006639378499164295
0.0,400,287,oracle_tail,0.3,-0.0025000000000000022
0.0,400,287,complete_rollout,0.3,0.0016666666666666496
0.0,400,288,uniform,0.3,0.0
0.0,400,288,learned_occupancy,0.3,-0.0034559643255295813
0.0,400,288,learned_mean,0.3,-0.002951941928486579
0.0,400,288,tis,0.3,0.009719648804117464
0.0,400,288,tis_anchored,0.3,-0.0024549777788644422
0.0,400,288,oracle_tail,0.3,0.0
0.0,400,288,complete_rollout,0.3,-0.0016666666666667052
0.0,400,289,uniform,0.3,0.011666666666666659
0.0,400,289,learned_occupancy,0.3,0.014381270903010002
0.0,400,289,learned_mean,0.3,0.014433293695836846
0.0,400,289,tis,0.3,0.0024438405911241246
0.0,400,289,tis_anchored,0.3,0.013495911145910144
0.0,400,289,oracle_tail,0.3,0.011666666666666659
0.0,400,289,complete_rollout,0.3,0.008333333333333304
0.0,400,290,uniform,0.3,-0.0025000000000000022
0.0,400,290,learned_occupancy,0.3,-0.00234113712374584
0.0,400,290,learned_mean,0.3,-0.0036636513979247942
0.0,400,290,tis,0.3,-0.0028960459668045946
0.0,400,290,tis_anchored,0.3,-0.00018291602465086987
0.0,400,290,oracle_tail,0.3,-0.0025000000000000022
0.0,400,290,complete_rollout,0.3,-0.003333333333333355
0.0,400,291,uniform,0.3,0.0016666666666666496
0.0,400,291,learned_occupancy,0.3,-0.00011148272017835748
0.0,400,291,learned_mean,0.3,1.8349791980842856e-05
0.0,400,291,tis,0.3,0.005391436655335813
0.0,400,291,tis_anchored,0.3,-0.0005087324074586341
0.0,400,291,oracle_tail,0.3,0.0016666666666666496
0.0,400,291,complete_rollout,0.3,-0.0016666666666667052
0.0,400,292,uniform,0.3,0.0008333333333333526
0.0,400,292,learned_occupancy,0.3,-0.00234113712374584
0.0,400,292,learned_mean,0.3,-0.0032239490831811324
0.0,400,292,tis,0.3,0.003598719421701202
0.0,400,292,tis_anchored,0.3,0.00011370119062964479
0.0,400,292,oracle_tail,0.3,0.0008333333333333526
0.0,400,292,complete_rollout,0.3,-0.0008333333333333526
0.0,400,293,uniform,0.3,0.0
0.0,400,293,learned_occupancy,0.3,-0.00234113712374584
0.0,400,293,learned_mean,0.3,-0.0015692582200121374
0.0,400,293,tis,0.3,-0.011794259634960447
0.0,400,293,tis_anchored,0.3,-0.00011849024881277481
0.0,400,293,oracle_tail,0.3,0.0
0.0,400,293,complete_rollout,0.3,0.0
0.0,400,294,uniform,0.3,0.012500000000000011
0.0,400,294,learned_occupancy,0.3,0.013266443701226316
0.0,400,294,learned_mean,0.3,0.013156361099712133
0.0,400,294,tis,0.3,0.0051120786969843235
0.0,400,294,tis_anchored,0.3,0.012052320149486151
0.0,400,294,oracle_tail,0.3,0.012500000000000011
0.0,400,294,complete_rollout,0.3,-0.0008333333333333526
0.0,400,295,uniform,0.3,-0.00833333333333336
0.0,400,295,learned_occupancy,0.3,-0.015719063545150513
0.0,400,295,learned_mean,0.3,-0.013561896704854803
0.0,400,295,tis,0.3,-0.04586428598959097
0.0,400,295,tis_anchored,0.3,-0.014278076988383626
0.0,400,295,oracle_tail,0.3,-0.00833333333333336
0.0,400,295,complete_rollout,0.3,0.0025000000000000022
0.0,400,296,uniform,0.3,0.0050000000000000044
0.0,400,296,learned_occupancy,0.3,0.004347826086956497
0.0,400,296,learned_mean,0.3,0.0033969262258665145
0.0,400,296,tis,0.3,0.009943802215855557
0.0,400,296,tis_anchored,0.3,0.007524070361606683
0.0,400,296,oracle_tail,0.3,0.0050000000000000044
0.0,400,296,complete_rollout,0.3,0.0025000000000000022
0.0,400,297,uniform,0.3,0.0016666666666666496
0.0,400,297,learned_occupancy,0.3,0.003232998885172811
0.0,400,297,learned_mean,0.3,0.0030347339693483355
0.0,400,297,tis,0.3,0.006499048836629218
0.0,400,297,tis_anchored,0.3,0.002953385362108596
0.0,400,297,oracle_tail,0.3,0.0016666666666666496
0.0,400,297,complete_rollout,0.3,0.0033333333333332993
0.0,400,298,uniform,0.3,-0.0025000000000000022
0.0,400,298,learned_occupancy,0.3,0.005462653288740238
0.0,400,298,learned_mean,0.3,0.0055203736436251205
0.0,400,298,tis,0.3,0.015406745096944341
0.0,400,298,tis_anchored,0.3,0.002763369801083715
0.0,400,298,oracle_tail,0.3,-0.0025000000000000022
0.0,400,298,complete_rollout,0.3,-0.005833333333333357
0.0,400,299,uniform,0.3,-0.0025000000000000022
0.0,400,299,learned_occupancy,0.3,-0.005685618729097008
0.0,400,299,learned_mean,0.3,-0.005947292885213451
0.0,400,299,tis,0.3,-0.005958754114694265
0.0,400,299,tis_anchored,0.3,-0.009505521913403314
0.0,400,299,oracle_tail,0.3,-0.0025000000000000022
0.0,400,299,complete_rollout,0.3,-0.0008333333333333526
0.0,400,300,uniform,0.3,0.00833333333333336
0.0,400,300,learned_occupancy,0.3,0.009921962095875148
0.0,400,300,learned_mean,0.3,0.008948396796858715
0.0,400,300,tis,0.3,0.008209718068799499
0.0,400,300,tis_anchored,0.3,0.00970907223260814
0.0,400,300,oracle_tail,0.3,0.00833333333333336
0.0,400,300,complete_rollout,0.3,-0.0008333333333333526
0.0,400,301,uniform,0.3,-0.006666666666666654
0.0,400,301,learned_occupancy,0.3,-0.00680044593088075
0.0,400,301,learned_mean,0.3,-0.006814078799118994
0.0,400,301,tis,0.3,0.013485486029884752
0.0,400,301,tis_anchored,0.3,0.003646909270552723
0.0,400,301,oracle_tail,0.3,-0.006666666666666654
0.0,400,301,complete_rollout,0.3,0.0058333333333333015
0.0,400,302,uniform,0.3,0.004166666666666652
0.0,400,302,learned_occupancy,0.3,0.003232998885172811
0.0,400,302,learned_mean,0.3,0.0020879829558222984
0.0,400,302,tis,0.3,-0.008422293244494672
0.0,400,302,tis_anchored,0.3,0.006551959654843231
0.0,400,302,oracle_tail,0.3,0.004166666666666652
0.0,400,302,complete_rollout,0.3,0.0
0.0,400,303,uniform,0.3,-0.0025000000000000022
0.0,400,303,learned_occupancy,0.3,-0.005685618729097008
0.0,400,303,learned_mean,0.3,-0.0067762895177369
0.0,400,303,tis,0.3,-0.01717070221525857
0.0,400,303,tis_anchored,0.3,-0.0052392926016957
0.0,400,303,oracle_tail,0.3,-0.0025000000000000022
0.0,400,303,complete_rollout,0.3,0.0025000000000000022
0.0,400,304,uniform,0.3,-0.0016666666666666496
0.0,400,304,learned_occupancy,0.3,-0.00011148272017835748
0.0,400,304,learned_mean,0.3,-2.469934153370712e-05
0.0,400,304,tis,0.3,-0.012641121151502621
0.0,400,304,tis_anchored,0.3,-0.0066301611691347295
0.0,400,304,oracle_tail,0.3,-0.0016666666666666496
0.0,400,304,complete_rollout,0.3,-0.004166666666666707
0.0,400,305,uniform,0.3,0.0025000000000000022
0.0,400,305,learned_occupancy,0.3,0.008807134894091406
0.0,400,305,learned_mean,0.3,0.007009345123161148
0.0,400,305,tis,0.3,-0.0014750701019075607
0.0,400,305,tis_anchored,0.3,0.00561364795267294
0.0,400,305,oracle_tail,0.3,0.0025000000000000022
0.0,400,305,complete_rollout,0.3,-0.00833333333333336
0.0,400,306,uniform,0.3,0.0058333333333333015
