environment,alpha,budget_per_group,budget_unit,budget_value,total_budget,replication,method,truth,estimate,error,squared_error,pilot_per_group,pilot_total,main_total,exploration,design_constant,mc_ucb_score_range,mc_ucb_beta
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,0,uniform,0.9086716125743334,0.9520190348620305,0.04334742228769717,0.0018789990189879452,0,0,12500,0.09457416090031757,12.977171490179042,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,0,learned_mean,0.9086716125743334,0.9375540260118245,0.028882413437491095,0.0008341938059741661,103,2163,10337,0.09457416090031757,9.51210244951279,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,1,uniform,0.9086716125743334,0.9067271472780556,-0.0019444652962777864,3.7809452884286597e-06,0,0,12500,0.09457416090031757,12.977171490179042,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,1,learned_mean,0.9086716125743334,0.9145747346222767,0.005903122047943299,3.484684991291429e-05,103,2163,10337,0.09457416090031757,9.495177903179576,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,2,uniform,0.9086716125743334,0.8817300024812504,-0.026941610093082935,0.0007258503544077083,0,0,12500,0.09457416090031757,12.977171490179042,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,2,learned_mean,0.9086716125743334,0.9100412906070826,0.001369678032749233,1.8760179133958092e-06,103,2163,10337,0.09457416090031757,9.618050729232348,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,3,uniform,0.9086716125743334,0.8812325886146165,-0.02743902395971687,0.0007529000358619163,0,0,12500,0.09457416090031757,12.977171490179042,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,3,learned_mean,0.9086716125743334,0.8551089895249289,-0.05356262304940451,0.0028689545879325997,103,2163,10337,0.09457416090031757,9.52880576836567,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,4,uniform,0.9086716125743334,0.908714386026571,4.277345223757667e-05,1.8295682163202526e-09,0,0,12500,0.09457416090031757,12.977171490179042,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,4,learned_mean,0.9086716125743334,0.9441037466121842,0.03543213403785084,0.001255436122476228,103,2163,10337,0.09457416090031757,9.492584316680588,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,5,uniform,0.9086716125743334,0.8862129962287657,-0.022458616345567672,0.0005043894481573995,0,0,12500,0.09457416090031757,12.977171490179042,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,5,learned_mean,0.9086716125743334,0.9152288344690113,0.006557221894677889,4.2997158976043086e-05,103,2163,10337,0.09457416090031757,9.760930356441108,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,6,uniform,0.9086716125743334,0.9075959649357914,-0.0010756476385419544,1.157017842300883e-06,0,0,12500,0.09457416090031757,12.977171490179042,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,6,learned_mean,0.9086716125743334,0.9038411040558325,-0.0048305085185008645,2.3333812547309417e-05,103,2163,10337,0.09457416090031757,9.52197867832829,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,7,uniform,0.9086716125743334,0.9330587961478688,0.02438718357353542,0.0005947347226493158,0,0,12500,0.09457416090031757,12.977171490179042,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,7,learned_mean,0.9086716125743334,0.9331158764573163,0.02444426388298293,0.0005975220367809037,103,2163,10337,0.09457416090031757,9.949399583699686,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,8,uniform,0.9086716125743334,0.9047259374267669,-0.003945675147566496,1.5568352370123894e-05,0,0,12500,0.09457416090031757,12.977171490179042,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,8,learned_mean,0.9086716125743334,0.909169532441736,0.000497919867402663,2.4792419435428554e-07,103,2163,10337,0.09457416090031757,9.552336974469487,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,9,uniform,0.9086716125743334,0.9447393316011342,0.03606771902680084,0.001300880355796251,0,0,12500,0.09457416090031757,12.977171490179042,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,9,learned_mean,0.9086716125743334,0.9232067406850496,0.014535128110716222,0.00021126994919493293,103,2163,10337,0.09457416090031757,9.694209724645638,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,10,uniform,0.9086716125743334,0.874292571957872,-0.034379040616461354,0.0011819184337082994,0,0,12500,0.09457416090031757,12.977171490179042,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,10,learned_mean,0.9086716125743334,0.8929656283946265,-0.015705984179706922,0.0002466779390532041,103,2163,10337,0.09457416090031757,9.721857951454112,,
