environment,alpha,budget_per_group,budget_unit,budget_value,total_budget,method,replications,truth,mse,mse_se,bias,estimate_sd,mean_design_constant,pilot_fraction
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,learned_mean,400,0.9086716125743334,0.0008099816113309727,5.732402749630224e-05,0.0007826451178011171,0.028485041194989614,9.566827171606537,0.17304
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,uniform,400,0.9086716125743334,0.0011042247776144772,7.47868339052771e-05,-0.0002145739687551487,0.03327079952268365,12.977171490179044,0.0
controlled_untied_v1,0.1,1190.4761904761904,total,25000,25000,learned_mean,400,0.9086716125743334,0.0004232793987208804,2.687085619307872e-05,0.00025369523650840137,0.020597954431563474,9.110421855376114,0.13692
controlled_untied_v1,0.1,1190.4761904761904,total,25000,25000,uniform,400,0.9086716125743334,0.000559454119230529,3.905359394864029e-05,0.000233443053028278,0.02368125055060698,12.981944642977815,0.0
controlled_untied_v1,0.1,2380.9523809523807,total,50000,50000,learned_mean,400,0.9086716125743334,0.00018022965033655483,1.1898436311455034e-05,0.0015248424138393944,0.013354788725557282,8.804770521978366,0.10878
controlled_untied_v1,0.1,2380.9523809523807,total,50000,50000,uniform,400,0.9086716125743334,0.00025681554237178727,1.6715255077033438e-05,0.001820171286813842,0.015941702026986918,12.984703830656313,0.0
controlled_untied_v1,0.1,4761.9047619047615,total,100000,100000,learned_mean,400,0.9086716125743334,9.368938100177259e-05,6.589242105750322e-06,-0.0002133693201251144,0.009689094432003572,8.569397343037183,0.08631
controlled_untied_v1,0.1,4761.9047619047615,total,100000,100000,uniform,400,0.9086716125743334,0.00014985978913272985,1.1012247738574061e-05,-0.0008012314232810907,0.012230772536154644,12.984342196050138,0.0
inventory_untied_v1,0.1,150.0,per_group,150,6150,learned_mean,300,1.1512371171695401,0.0013605992615026445,0.00012809698554299236,0.00022114542900544487,0.03694726907149357,7.827591026001492,0.22
inventory_untied_v1,0.1,150.0,per_group,150,6150,uniform,300,1.1512371171695401,0.0012323211211328858,9.959634522903602e-05,0.0008861090551991587,0.0351518816160055,7.541326392605826,0.0
inventory_untied_v1,0.1,300.0,per_group,300,12300,learned_mean,300,1.1512371171695401,0.0005713865882777423,4.4396832290264356e-05,-0.002483136248398131,0.023814092311592528,7.270516182473266,0.17333333333333334
inventory_untied_v1,0.1,300.0,per_group,300,12300,uniform,300,1.1512371171695401,0.000583198234173994,4.851584127297531e-05,-0.0026487623847718583,0.024043904073172993,7.541326392605826,0.0
inventory_untied_v1,0.1,600.0,per_group,600,24600,learned_mean,300,1.1512371171695401,0.0003015152819980323,2.2495540795944464e-05,-0.00024290638913332534,0.017391506359782594,6.903163525404995,0.13833333333333334
inventory_untied_v1,0.1,600.0,per_group,600,24600,uniform,300,1.1512371171695401,0.0003031991832307315,2.334177721494269e-05,-0.0007198844022384103,0.017426797197036353,7.541326392605826,0.0
inventory_untied_v1,0.1,1200.0,per_group,1200,49200,learned_mean,300,1.1512371171695401,0.000152299535539199,1.066578168886612e-05,0.00023800224455217272,0.012359290595236935,6.652097561815994,0.10916666666666666
inventory_untied_v1,0.1,1200.0,per_group,1200,49200,uniform,300,1.1512371171695401,0.0001759226809896722,1.3057539841764162e-05,0.000359686488264237,0.013280860066282088,7.541326392605826,0.0
