environment,alpha,budget_per_group,budget_unit,budget_value,total_budget,method,replications,truth,mse,mse_se,bias,estimate_sd,mean_design_constant,pilot_fraction
inventory_untied_v1,0.1,600.0,per_group,600,24600,learned_occupancy,300,1.1512371171695401,0.000310886351178582,2.536323748394885e-05,-0.0008478263901286683,0.017641000289898835,7.516855416001593,0.13833333333333334
inventory_untied_v1,0.1,600.0,per_group,600,24600,oracle_tail,300,1.1512371171695401,0.00015011138344878176,1.0790452845900955e-05,0.0008795429212868926,0.0122408024729728,4.191076329773568,0.0
inventory_untied_v1,0.1,600.0,per_group,600,24600,tail_anchored,300,1.1512371171695401,0.0002168613471054646,1.70914954412423e-05,-0.00025209917548720597,0.014748656526691654,5.618811021256274,0.13833333333333334
inventory_untied_v1,0.1,600.0,per_group,600,24600,tis,300,1.1512371171695401,0.00017428504167937646,1.321181302415421e-05,7.9580273889861e-05,0.013223523758616677,4.969149256215622,0.13833333333333334
inventory_untied_v1,0.1,600.0,per_group,600,24600,uniform,300,1.1512371171695401,0.0003031991832307315,2.334177721494269e-05,-0.0007198844022384103,0.017426797197036353,7.541326392605826,0.0
inventory_untied_v1,0.1,1200.0,per_group,1200,49200,learned_occupancy,300,1.1512371171695401,0.0001614985563296054,1.175155683858753e-05,5.8271361728533166e-05,0.012729307851277029,7.2636936746449585,0.10916666666666666
inventory_untied_v1,0.1,1200.0,per_group,1200,49200,oracle_tail,300,1.1512371171695401,0.00010013074410418307,8.206948674488867e-06,0.0004706156069658392,0.010012163090653425,4.176565583864304,0.0
inventory_untied_v1,0.1,1200.0,per_group,1200,49200,tail_anchored,300,1.1512371171695401,0.00013723386793846172,1.0533584535972025e-05,0.00035788147473327184,0.011728782399596934,5.388609275556894,0.10916666666666666
inventory_untied_v1,0.1,1200.0,per_group,1200,49200,tis,300,1.1512371171695401,0.0001155567848726207,9.418767133831504e-06,0.00015629577507025722,0.010766557125862664,4.754394926059494,0.10916666666666666
inventory_untied_v1,0.1,1200.0,per_group,1200,49200,uniform,300,1.1512371171695401,0.0001759226809896722,1.3057539841764162e-05,0.000359686488264237,0.013280860066282088,7.541326392605826,0.0
