environment,alpha,budget_per_group,budget_unit,budget_value,total_budget,replication,method,truth,estimate,error,squared_error,pilot_per_group,pilot_total,main_total,exploration,design_constant,mc_ucb_score_range,mc_ucb_beta
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,0,uniform,0.9086716125743334,0.9520190348620305,0.04334742228769717,0.0018789990189879452,0,0,12500,0.09457416090031757,12.977171490179042,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,0,tis,0.9086716125743334,0.9536221726331974,0.044950560058864,0.0020205528496055392,103,2163,10337,0.09457416090031757,9.537467355351467,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,0,learned_occupancy,0.9086716125743334,0.9554506808065789,0.046779068232245535,0.0021882812246770836,103,2163,10337,0.09457416090031757,9.84962733141115,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,0,tail_anchored,0.9086716125743334,0.9508303877632613,0.042158775188927966,0.0017773623254305683,103,2163,10337,0.09457416090031757,9.552930225825214,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,0,oracle_tail,0.9086716125743334,0.9369994304800432,0.028327817905709818,0.0008024652672990538,0,0,12500,0.09457416090031757,7.573380705644565,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,1,uniform,0.9086716125743334,0.9067271472780556,-0.0019444652962777864,3.7809452884286597e-06,0,0,12500,0.09457416090031757,12.977171490179042,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,1,tis,0.9086716125743334,0.9087652293200379,9.361674570451672e-05,8.764095076304151e-09,103,2163,10337,0.09457416090031757,9.598531953496053,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,1,learned_occupancy,0.9086716125743334,0.9253090657222507,0.016637453147917314,0.00027680484724914374,103,2163,10337,0.09457416090031757,9.737413996494752,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,1,tail_anchored,0.9086716125743334,0.9072242546082014,-0.0014473579661319347,2.0948450821255706e-06,103,2163,10337,0.09457416090031757,9.505043429824548,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,1,oracle_tail,0.9086716125743334,0.9211420450537781,0.012470432479444682,0.00015551168622438883,0,0,12500,0.09457416090031757,7.573380705644565,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,2,uniform,0.9086716125743334,0.8817300024812504,-0.026941610093082935,0.0007258503544077083,0,0,12500,0.09457416090031757,12.977171490179042,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,2,tis,0.9086716125743334,0.907826388527593,-0.0008452240467403671,7.144036891881623e-07,103,2163,10337,0.09457416090031757,9.372188230258685,,
controlled_untied_v1,0.1,595.2380952380952,total,12500,12500,2,learned_occupancy,0.9086716125743334,0.9115420599104216,0.002870447336088211,8.239467909255907e-06,103,2163,10337,0.09457416090031757,9.799564077697179,,
